Stored fact information:
ResearchAssistantCandidate(ID4) => Min Interval: 13, Max Interval: 50
ResearchAssistantCandidate(ID321) => Min Interval: 0, Max Interval: 46
ResearchAssistantCandidate(ID326) => Min Interval: 0, Max Interval: 15
ResearchAssistantCandidate(ID328) => Min Interval: 20, Max Interval: 50
ResearchAssistantCandidate(ID330) => Min Interval: 12, Max Interval: 52
ResearchAssistantCandidate(ID331) => Min Interval: 31, Max Interval: 50
ResearchAssistantCandidate(ID332) => Min Interval: 37, Max Interval: 50
ResearchAssistantCandidate(ID335) => Min Interval: 7, Max Interval: 20
ResearchAssistantCandidate(ID338) => Min Interval: 9, Max Interval: 23
ResearchAssistantCandidate(ID340) => Min Interval: 5, Max Interval: 49
ResearchAssistantCandidate(ID344) => Min Interval: 20, Max Interval: 35
ResearchAssistantCandidate(ID350) => Min Interval: 16, Max Interval: 29
ResearchAssistantCandidate(ID351) => Min Interval: 16, Max Interval: 48
ResearchAssistantCandidate(ID353) => Min Interval: 7, Max Interval: 32
ResearchAssistantCandidate(ID354) => Min Interval: 31, Max Interval: 32
ResearchAssistantCandidate(ID356) => Min Interval: 1, Max Interval: 48
ResearchAssistantCandidate(ID358) => Min Interval: 1, Max Interval: 42
ResearchAssistantCandidate(ID361) => Min Interval: 9, Max Interval: 28
ResearchAssistantCandidate(ID363) => Min Interval: 12, Max Interval: 47
ResearchAssistantCandidate(ID364) => Min Interval: 17, Max Interval: 41
ResearchAssistantCandidate(ID366) => Min Interval: 15, Max Interval: 40
ResearchAssistantCandidate(ID369) => Min Interval: 5, Max Interval: 42
ResearchAssistantCandidate(ID371) => Min Interval: 16, Max Interval: 52
ResearchAssistantCandidate(ID372) => Min Interval: 15, Max Interval: 49
ResearchAssistantCandidate(ID374) => Min Interval: 26, Max Interval: 48
ResearchAssistantCandidate(ID376) => Min Interval: 20, Max Interval: 42
ResearchAssistantCandidate(ID380) => Min Interval: 31, Max Interval: 45
ResearchAssistantCandidate(ID382) => Min Interval: 19, Max Interval: 41
ResearchAssistantCandidate(ID383) => Min Interval: 2, Max Interval: 45
ResearchAssistantCandidate(ID384) => Min Interval: 24, Max Interval: 40
ResearchAssistantCandidate(ID388) => Min Interval: 18, Max Interval: 43
ResearchAssistantCandidate(ID390) => Min Interval: 4, Max Interval: 47
ResearchAssistantCandidate(ID392) => Min Interval: 1, Max Interval: 48
ResearchAssistantCandidate(ID393) => Min Interval: 14, Max Interval: 47
ResearchAssistantCandidate(ID396) => Min Interval: 11, Max Interval: 48
ResearchAssistantCandidate(ID400) => Min Interval: 8, Max Interval: 47
ResearchAssistantCandidate(ID404) => Min Interval: 11, Max Interval: 31
ResearchAssistantCandidate(ID405) => Min Interval: 33, Max Interval: 42
ResearchAssistantCandidate(ID412) => Min Interval: 16, Max Interval: 48
ResearchAssistantCandidate(ID413) => Min Interval: 12, Max Interval: 39
ResearchAssistantCandidate(ID415) => Min Interval: 20, Max Interval: 37
ResearchAssistantCandidate(ID417) => Min Interval: 39, Max Interval: 41
ResearchAssistantCandidate(ID418) => Min Interval: 16, Max Interval: 43
ResearchAssistantCandidate(ID419) => Min Interval: 37, Max Interval: 46
ResearchAssistantCandidate(ID420) => Min Interval: 6, Max Interval: 33
ResearchAssistantCandidate(ID421) => Min Interval: 12, Max Interval: 48
ResearchAssistantCandidate(ID423) => Min Interval: 36, Max Interval: 48
ResearchAssistantCandidate(ID429) => Min Interval: 7, Max Interval: 15
ResearchAssistantCandidate(ID431) => Min Interval: 8, Max Interval: 46
ResearchAssistantCandidate(ID432) => Min Interval: 15, Max Interval: 31
ResearchAssistantCandidate(ID434) => Min Interval: 12, Max Interval: 33
ResearchAssistantCandidate(ID437) => Min Interval: 9, Max Interval: 32
ResearchAssistantCandidate(ID438) => Min Interval: 8, Max Interval: 26
ResearchAssistantCandidate(ID441) => Min Interval: 26, Max Interval: 29
ResearchAssistantCandidate(ID443) => Min Interval: 0, Max Interval: 52
ResearchAssistantCandidate(ID444) => Min Interval: 37, Max Interval: 49
ResearchAssistantCandidate(ID446) => Min Interval: 10, Max Interval: 38
ResearchAssistantCandidate(ID449) => Min Interval: 11, Max Interval: 37
ResearchAssistantCandidate(ID452) => Min Interval: 15, Max Interval: 19
ResearchAssistantCandidate(ID453) => Min Interval: 14, Max Interval: 50
ResearchAssistantCandidate(ID454) => Min Interval: 12, Max Interval: 48
ResearchAssistantCandidate(ID455) => Min Interval: 6, Max Interval: 29
ResearchAssistantCandidate(ID456) => Min Interval: 10, Max Interval: 48
ResearchAssistantCandidate(ID458) => Min Interval: 8, Max Interval: 50
ResearchAssistantCandidate(ID460) => Min Interval: 17, Max Interval: 40
ResearchAssistantCandidate(ID463) => Min Interval: 0, Max Interval: 48
ResearchAssistantCandidate(ID465) => Min Interval: 0, Max Interval: 41
ResearchAssistantCandidate(ID469) => Min Interval: 7, Max Interval: 49
ResearchAssistantCandidate(ID472) => Min Interval: 29, Max Interval: 52
ResearchAssistantCandidate(ID473) => Min Interval: 21, Max Interval: 37
ResearchAssistantCandidate(ID474) => Min Interval: 13, Max Interval: 15
ResearchAssistantCandidate(ID475) => Min Interval: 5, Max Interval: 45
ResearchAssistantCandidate(ID477) => Min Interval: 5, Max Interval: 50
ResearchAssistantCandidate(ID478) => Min Interval: 3, Max Interval: 21
ResearchAssistantCandidate(ID480) => Min Interval: 11, Max Interval: 39
ResearchAssistantCandidate(ID481) => Min Interval: 5, Max Interval: 46
ResearchAssistantCandidate(ID484) => Min Interval: 16, Max Interval: 20
ResearchAssistantCandidate(ID487) => Min Interval: 16, Max Interval: 25
ResearchAssistantCandidate(ID496) => Min Interval: 4, Max Interval: 45
ResearchAssistantCandidate(ID499) => Min Interval: 7, Max Interval: 49
ResearchAssistantCandidate(ID501) => Min Interval: 24, Max Interval: 49
ResearchAssistantCandidate(ID503) => Min Interval: 0, Max Interval: 48
ResearchAssistantCandidate(ID508) => Min Interval: 10, Max Interval: 26
ResearchAssistantCandidate(ID509) => Min Interval: 4, Max Interval: 47
ResearchAssistantCandidate(ID511) => Min Interval: 16, Max Interval: 49
ResearchAssistantCandidate(ID515) => Min Interval: 21, Max Interval: 49
ResearchAssistantCandidate(ID516) => Min Interval: 5, Max Interval: 12
ResearchAssistantCandidate(ID518) => Min Interval: 7, Max Interval: 44
ResearchAssistantCandidate(ID525) => Min Interval: 5, Max Interval: 42
ResearchAssistantCandidate(ID531) => Min Interval: 8, Max Interval: 39
ResearchAssistantCandidate(ID533) => Min Interval: 13, Max Interval: 44
ResearchAssistantCandidate(ID536) => Min Interval: 21, Max Interval: 50
ResearchAssistantCandidate(ID542) => Min Interval: 20, Max Interval: 37
ResearchAssistantCandidate(ID544) => Min Interval: 17, Max Interval: 33
ResearchAssistantCandidate(ID545) => Min Interval: 6, Max Interval: 47
ResearchAssistantCandidate(ID546) => Min Interval: 15, Max Interval: 50
ResearchAssistantCandidate(ID547) => Min Interval: 10, Max Interval: 48
ResearchAssistantCandidate(ID551) => Min Interval: 29, Max Interval: 39
ResearchAssistantCandidate(ID552) => Min Interval: 21, Max Interval: 35
ResearchAssistantCandidate(ID554) => Min Interval: 29, Max Interval: 47
ResearchAssistantCandidate(ID555) => Min Interval: 4, Max Interval: 29
ResearchAssistantCandidate(ID558) => Min Interval: 6, Max Interval: 46
ResearchAssistantCandidate(ID564) => Min Interval: 15, Max Interval: 49
ResearchAssistantCandidate(ID566) => Min Interval: 33, Max Interval: 35
ResearchAssistantCandidate(ID572) => Min Interval: 6, Max Interval: 44
ResearchAssistantCandidate(ID576) => Min Interval: 2, Max Interval: 51
ResearchAssistantCandidate(ID578) => Min Interval: 0, Max Interval: 46
ResearchAssistantCandidate(ID580) => Min Interval: 7, Max Interval: 47
ResearchAssistantCandidate(ID584) => Min Interval: 38, Max Interval: 44
ResearchAssistantCandidate(ID587) => Min Interval: 23, Max Interval: 47
ResearchAssistantCandidate(ID588) => Min Interval: 10, Max Interval: 37
ResearchAssistantCandidate(ID594) => Min Interval: 1, Max Interval: 29
ResearchAssistantCandidate(ID601) => Min Interval: 7, Max Interval: 15
ResearchAssistantCandidate(ID604) => Min Interval: 14, Max Interval: 43
ResearchAssistantCandidate(ID605) => Min Interval: 20, Max Interval: 47
ResearchAssistantCandidate(ID608) => Min Interval: 9, Max Interval: 48
ResearchAssistantCandidate(ID609) => Min Interval: 12, Max Interval: 50
ResearchAssistantCandidate(ID611) => Min Interval: 11, Max Interval: 25
ResearchAssistantCandidate(ID618) => Min Interval: 16, Max Interval: 27
ResearchAssistantCandidate(ID620) => Min Interval: 49, Max Interval: 49
ResearchAssistantCandidate(ID624) => Min Interval: 16, Max Interval: 47
ResearchAssistantCandidate(ID630) => Min Interval: 14, Max Interval: 41
ResearchAssistantCandidate(ID634) => Min Interval: 6, Max Interval: 43
ResearchAssistantCandidate(ID635) => Min Interval: 14, Max Interval: 50
ResearchAssistantCandidate(ID638) => Min Interval: 11, Max Interval: 45
ResearchAssistantCandidate(ID640) => Min Interval: 16, Max Interval: 29
ResearchAssistantCandidate(ID644) => Min Interval: 15, Max Interval: 48
ResearchAssistantCandidate(ID647) => Min Interval: 5, Max Interval: 37
ResearchAssistantCandidate(ID648) => Min Interval: 5, Max Interval: 22
ResearchAssistantCandidate(ID649) => Min Interval: 13, Max Interval: 36
ResearchAssistantCandidate(ID651) => Min Interval: 24, Max Interval: 38
ResearchAssistantCandidate(ID653) => Min Interval: 16, Max Interval: 47
ResearchAssistantCandidate(ID660) => Min Interval: 19, Max Interval: 40
ResearchAssistantCandidate(ID664) => Min Interval: 28, Max Interval: 44
ResearchAssistantCandidate(ID668) => Min Interval: 6, Max Interval: 49
ResearchAssistantCandidate(ID674) => Min Interval: 28, Max Interval: 48
ResearchAssistantCandidate(ID676) => Min Interval: 30, Max Interval: 49
ResearchAssistantCandidate(ID679) => Min Interval: 27, Max Interval: 40
ResearchAssistantCandidate(ID681) => Min Interval: 10, Max Interval: 29
ResearchAssistantCandidate(ID682) => Min Interval: 14, Max Interval: 44
ResearchAssistantCandidate(ID684) => Min Interval: 10, Max Interval: 41
ResearchAssistantCandidate(ID686) => Min Interval: 17, Max Interval: 42
ResearchAssistantCandidate(ID688) => Min Interval: 7, Max Interval: 30
ResearchAssistantCandidate(ID692) => Min Interval: 10, Max Interval: 30
ResearchAssistantCandidate(ID695) => Min Interval: 9, Max Interval: 48
ResearchAssistantCandidate(ID697) => Min Interval: 5, Max Interval: 48
ResearchAssistantCandidate(ID699) => Min Interval: 2, Max Interval: 44
ResearchAssistantCandidate(ID701) => Min Interval: 23, Max Interval: 47
ResearchAssistantCandidate(ID707) => Min Interval: 26, Max Interval: 49
ResearchAssistantCandidate(ID712) => Min Interval: 9, Max Interval: 36
ResearchAssistantCandidate(ID721) => Min Interval: 17, Max Interval: 17
ResearchAssistantCandidate(ID723) => Min Interval: 13, Max Interval: 47
ResearchAssistantCandidate(ID726) => Min Interval: 15, Max Interval: 43
ResearchAssistantCandidate(ID727) => Min Interval: 38, Max Interval: 42
ResearchAssistantCandidate(ID732) => Min Interval: 5, Max Interval: 46
ResearchAssistantCandidate(ID736) => Min Interval: 8, Max Interval: 22
ResearchAssistantCandidate(ID743) => Min Interval: 15, Max Interval: 44
ResearchAssistantCandidate(ID745) => Min Interval: 35, Max Interval: 49
ResearchAssistantCandidate(ID747) => Min Interval: 8, Max Interval: 49
ResearchAssistantCandidate(ID748) => Min Interval: 10, Max Interval: 43
ResearchAssistantCandidate(ID753) => Min Interval: 5, Max Interval: 32
ResearchAssistantCandidate(ID758) => Min Interval: 22, Max Interval: 29
ResearchAssistantCandidate(ID763) => Min Interval: 21, Max Interval: 50
ResearchAssistantCandidate(ID764) => Min Interval: 14, Max Interval: 49
ResearchAssistantCandidate(ID766) => Min Interval: 6, Max Interval: 47
ResearchAssistantCandidate(ID768) => Min Interval: 5, Max Interval: 37
ResearchAssistantCandidate(ID771) => Min Interval: 25, Max Interval: 43
ResearchAssistantCandidate(ID775) => Min Interval: 33, Max Interval: 46
ResearchAssistantCandidate(ID778) => Min Interval: 17, Max Interval: 19
ResearchAssistantCandidate(ID780) => Min Interval: 12, Max Interval: 46
ResearchAssistantCandidate(ID793) => Min Interval: 5, Max Interval: 48
ResearchAssistantCandidate(ID799) => Min Interval: 26, Max Interval: 41
ResearchAssistantCandidate(ID804) => Min Interval: 1, Max Interval: 51
ResearchAssistantCandidate(ID811) => Min Interval: 25, Max Interval: 34
ResearchAssistantCandidate(ID816) => Min Interval: 33, Max Interval: 46
ResearchAssistantCandidate(ID817) => Min Interval: 15, Max Interval: 30
ResearchAssistantCandidate(ID819) => Min Interval: 18, Max Interval: 50
ResearchAssistantCandidate(ID821) => Min Interval: 9, Max Interval: 48
ResearchAssistantCandidate(ID827) => Min Interval: 14, Max Interval: 39
ResearchAssistantCandidate(ID832) => Min Interval: 16, Max Interval: 39
ResearchAssistantCandidate(ID841) => Min Interval: 24, Max Interval: 31
ResearchAssistantCandidate(ID842) => Min Interval: 30, Max Interval: 49
ResearchAssistantCandidate(ID852) => Min Interval: 12, Max Interval: 49
ResearchAssistantCandidate(ID857) => Min Interval: 14, Max Interval: 46
ResearchAssistantCandidate(ID859) => Min Interval: 10, Max Interval: 27
ResearchAssistantCandidate(ID865) => Min Interval: 8, Max Interval: 45
ResearchAssistantCandidate(ID867) => Min Interval: 20, Max Interval: 37
ResearchAssistantCandidate(ID870) => Min Interval: 28, Max Interval: 48
ResearchAssistantCandidate(ID871) => Min Interval: 26, Max Interval: 47
ResearchAssistantCandidate(ID874) => Min Interval: 4, Max Interval: 21
ResearchAssistantCandidate(ID877) => Min Interval: 20, Max Interval: 37
ResearchAssistantCandidate(ID884) => Min Interval: 12, Max Interval: 50
ResearchAssistantCandidate(ID888) => Min Interval: 12, Max Interval: 41
ResearchAssistantCandidate(ID890) => Min Interval: 14, Max Interval: 31
ResearchAssistantCandidate(ID891) => Min Interval: 8, Max Interval: 37
ResearchAssistantCandidate(ID893) => Min Interval: 15, Max Interval: 35
ResearchAssistantCandidate(ID898) => Min Interval: 2, Max Interval: 48
ResearchAssistantCandidate(ID899) => Min Interval: 12, Max Interval: 17
ResearchAssistantCandidate(ID901) => Min Interval: 7, Max Interval: 39
ResearchAssistantCandidate(ID908) => Min Interval: 14, Max Interval: 46
ResearchAssistantCandidate(ID911) => Min Interval: 2, Max Interval: 47
ResearchAssistantCandidate(ID913) => Min Interval: 16, Max Interval: 35
ResearchAssistantCandidate(ID923) => Min Interval: 7, Max Interval: 18
ResearchAssistantCandidate(ID928) => Min Interval: 5, Max Interval: 34
ResearchAssistantCandidate(ID930) => Min Interval: 0, Max Interval: 52
ResearchAssistantCandidate(ID940) => Min Interval: 5, Max Interval: 51
ResearchAssistantCandidate(ID946) => Min Interval: 23, Max Interval: 41
ResearchAssistantCandidate(ID949) => Min Interval: 11, Max Interval: 33
ResearchAssistantCandidate(ID955) => Min Interval: 8, Max Interval: 37
ResearchAssistantCandidate(ID959) => Min Interval: 18, Max Interval: 50
ResearchAssistantCandidate(ID963) => Min Interval: 10, Max Interval: 50
ResearchAssistantCandidate(ID978) => Min Interval: 6, Max Interval: 35
ResearchAssistantCandidate(ID979) => Min Interval: 14, Max Interval: 50
ResearchAssistantCandidate(ID980) => Min Interval: 7, Max Interval: 41
ResearchAssistantCandidate(ID983) => Min Interval: 5, Max Interval: 14
ResearchAssistantCandidate(ID986) => Min Interval: 5, Max Interval: 49
ResearchAssistantCandidate(ID991) => Min Interval: 6, Max Interval: 25
ResearchAssistantCandidate(ID993) => Min Interval: 31, Max Interval: 32
ResearchAssistantCandidate(ID999) => Min Interval: 16, Max Interval: 52
ResearchAssistantCandidate(ID1000) => Min Interval: 29, Max Interval: 32
ResearchAssistantCandidate(ID1002) => Min Interval: 7, Max Interval: 41
ResearchAssistantCandidate(ID1004) => Min Interval: 16, Max Interval: 40
ResearchAssistantCandidate(ID1007) => Min Interval: 6, Max Interval: 13
ResearchAssistantCandidate(ID1008) => Min Interval: 5, Max Interval: 50
ResearchAssistantCandidate(ID1013) => Min Interval: 12, Max Interval: 35
ResearchAssistantCandidate(ID1014) => Min Interval: 11, Max Interval: 40
ResearchAssistantCandidate(ID1024) => Min Interval: 13, Max Interval: 38
ResearchAssistantCandidate(ID1030) => Min Interval: 8, Max Interval: 48
ResearchAssistantCandidate(ID1038) => Min Interval: 9, Max Interval: 52
ResearchAssistantCandidate(ID1041) => Min Interval: 6, Max Interval: 49
ResearchAssistantCandidate(ID1044) => Min Interval: 13, Max Interval: 44
ResearchAssistantCandidate(ID1048) => Min Interval: 39, Max Interval: 42
ResearchAssistantCandidate(ID1053) => Min Interval: 15, Max Interval: 15
ResearchAssistantCandidate(ID1056) => Min Interval: 5, Max Interval: 33
ResearchAssistantCandidate(ID1062) => Min Interval: 3, Max Interval: 51
ResearchAssistantCandidate(ID1063) => Min Interval: 17, Max Interval: 41
ResearchAssistantCandidate(ID1070) => Min Interval: 5, Max Interval: 20
ResearchAssistantCandidate(ID1080) => Min Interval: 5, Max Interval: 29
ResearchAssistantCandidate(ID1082) => Min Interval: 16, Max Interval: 42
ResearchAssistantCandidate(ID1086) => Min Interval: 7, Max Interval: 51
ResearchAssistantCandidate(ID1088) => Min Interval: 18, Max Interval: 43
ResearchAssistantCandidate(ID1091) => Min Interval: 11, Max Interval: 29
ResearchAssistantCandidate(ID1093) => Min Interval: 5, Max Interval: 44
ResearchAssistantCandidate(ID1098) => Min Interval: 17, Max Interval: 37
ResearchAssistantCandidate(ID1104) => Min Interval: 14, Max Interval: 25
ResearchAssistantCandidate(ID1110) => Min Interval: 9, Max Interval: 36
ResearchAssistantCandidate(ID1111) => Min Interval: 7, Max Interval: 13
ResearchAssistantCandidate(ID1126) => Min Interval: 11, Max Interval: 26
ResearchAssistantCandidate(ID1137) => Min Interval: 9, Max Interval: 32
ResearchAssistantCandidate(ID1145) => Min Interval: 8, Max Interval: 48
ResearchAssistantCandidate(ID1150) => Min Interval: 13, Max Interval: 49
ResearchAssistantCandidate(ID1155) => Min Interval: 22, Max Interval: 41
ResearchAssistantCandidate(ID1187) => Min Interval: 13, Max Interval: 29
ResearchAssistantCandidate(ID1192) => Min Interval: 29, Max Interval: 36
ResearchAssistantCandidate(ID1211) => Min Interval: 17, Max Interval: 50
ResearchAssistantCandidate(ID1228) => Min Interval: 24, Max Interval: 48
ResearchAssistantCandidate(ID1233) => Min Interval: 23, Max Interval: 48
ResearchAssistantCandidate(ID1251) => Min Interval: 8, Max Interval: 44
ResearchAssistantCandidate(ID1281) => Min Interval: 14, Max Interval: 41
ResearchAssistantCandidate(ID1293) => Min Interval: 14, Max Interval: 39
ResearchAssistantCandidate(ID1306) => Min Interval: 21, Max Interval: 46
ResearchAssistantCandidate(ID1324) => Min Interval: 7, Max Interval: 47
ResearchAssistantCandidate(ID1351) => Min Interval: 12, Max Interval: 42
ResearchAssistantCandidate(ID1353) => Min Interval: 39, Max Interval: 50
ResearchAssistantCandidate(ID1363) => Min Interval: 6, Max Interval: 32
ResearchAssistantCandidate(ID1401) => Min Interval: 14, Max Interval: 18
ResearchAssistantCandidate(ID1633) => Min Interval: 19, Max Interval: 45
ResearchAssistantCandidate(ID1640) => Min Interval: 12, Max Interval: 29
ResearchAssistantCandidate(ID1655) => Min Interval: 9, Max Interval: 43
ResearchAssistantCandidate(ID1656) => Min Interval: 35, Max Interval: 47
ResearchAssistantCandidate(ID1680) => Min Interval: 5, Max Interval: 25
ResearchAssistantCandidate(ID1692) => Min Interval: 23, Max Interval: 47
ResearchAssistantCandidate(ID1696) => Min Interval: 6, Max Interval: 30
ResearchAssistantCandidate(ID1712) => Min Interval: 11, Max Interval: 50
ResearchAssistantCandidate(ID1716) => Min Interval: 29, Max Interval: 35
ResearchAssistantCandidate(ID1721) => Min Interval: 38, Max Interval: 49
ResearchAssistantCandidate(ID1748) => Min Interval: 8, Max Interval: 29
ResearchAssistantCandidate(ID1791) => Min Interval: 18, Max Interval: 48
