i0,i1,i2,i3
605.0,103.0,11085.0,38207.0
759.0,503.0,20031.0,38202.0
755.0,705.0,74049.0,92178.0
65.0,282.0,11032.0,201181.0
606.0,220.0,11091.0,38195.0
291.0,447.0,20071.0,38209.0
816.0,815.0,29064.0,47169.0
224.0,400.0,74057.0,92152.0
555.0,415.0,11067.0,38169.0
83.0,143.0,11024.0,192208.0
397.0,690.0,11073.0,201221.0
304.0,949.0,20066.0,47169.0
247.0,807.0,29060.0,56143.0
561.0,25.0,20072.0,47190.0
950.0,312.0,11058.0,38189.0
494.0,476.0,11043.0,38173.0
474.0,644.0,11035.0,38181.0
589.0,592.0,20087.0,38234.0
661.0,630.0,11025.0,201176.0
8.0,79.0,11096.0,201241.0
224.0,596.0,29064.0,56141.0
526.0,335.0,29054.0,56147.0
601.0,736.0,38040.0,65158.0
475.0,634.0,20063.0,38213.0
51.0,841.0,20090.0,38235.0
494.0,703.0,29038.0,56158.0
187.0,816.0,20095.0,47197.0
622.0,144.0,10987.0,192186.0
72.0,4.0,11056.0,38196.0
39.0,729.0,11101.0,38240.0
609.0,171.0,11073.0,38163.0
714.0,268.0,10019.0,191191.0
297.0,697.0,20039.0,38186.0
717.0,147.0,20033.0,38150.0
887.0,600.0,11084.0,38194.0
451.0,886.0,20077.0,38199.0
308.0,991.0,11051.0,192248.0
882.0,520.0,11107.0,38211.0
186.0,286.0,11051.0,192218.0
871.0,716.0,47111.0,74180.0
197.0,632.0,10028.0,182190.0
724.0,748.0,74058.0,92195.0
82.0,601.0,56035.0,74190.0
317.0,671.0,29061.0,47166.0
458.0,746.0,10061.0,191205.0
317.0,442.0,11077.0,38184.0
529.0,569.0,20044.0,38157.0
800.0,314.0,10033.0,182191.0
203.0,443.0,20095.0,38246.0
68.0,965.0,10032.0,182206.0
155.0,102.0,20065.0,38218.0
895.0,917.0,11040.0,201185.0
684.0,4.0,11025.0,38153.0
348.0,38.0,10022.0,191165.0
950.0,312.0,20064.0,38182.0
485.0,602.0,20098.0,47200.0
933.0,891.0,11078.0,201253.0
69.0,293.0,83105.0,110204.0
357.0,300.0,11031.0,38172.0
589.0,199.0,38107.0,65202.0
855.0,99.0,20060.0,20159.0
368.0,240.0,10074.0,182235.0
493.0,91.0,11013.0,192192.0
759.0,181.0,38020.0,56133.0
623.0,675.0,29074.0,47188.0
613.0,614.0,29062.0,56168.0
410.0,713.0,20069.0,47174.0
146.0,467.0,38054.0,65154.0
687.0,833.0,11043.0,38157.0
771.0,110.0,29062.0,56160.0
741.0,847.0,10017.0,182185.0
224.0,999.0,74051.0,101151.0
225.0,297.0,29077.0,47178.0
613.0,506.0,47076.0,74159.0
52.0,184.0,11066.0,38169.0
303.0,452.0,29069.0,56182.0
745.0,684.0,20110.0,47178.0
337.0,813.0,20031.0,38159.0
246.0,388.0,20035.0,38177.0
48.0,355.0,29072.0,56167.0
166.0,653.0,11069.0,38187.0
51.0,728.0,20117.0,47198.0
326.0,358.0,20073.0,38192.0
898.0,613.0,20063.0,47139.0
620.0,935.0,11033.0,192221.0
724.0,740.0,47060.0,74141.0
588.0,610.0,29074.0,56210.0
971.0,163.0,11039.0,38171.0
586.0,510.0,10055.0,191157.0
435.0,574.0,11047.0,192227.0
267.0,572.0,38119.0,65205.0
272.0,466.0,11058.0,38179.0
741.0,954.0,10085.0,191207.0
34.0,760.0,20052.0,47155.0
74.0,764.0,10077.0,191212.0
294.0,967.0,10056.0,182231.0
376.0,97.0,29058.0,47163.0
869.0,667.0,47086.0,74187.0
68.0,310.0,38041.0,56142.0
375.0,376.0,10075.0,191229.0
648.0,879.0,11032.0,201187.0
684.0,266.0,38052.0,65164.0
110.0,250.0,11058.0,38177.0
869.0,962.0,29074.0,56152.0
297.0,281.0,20037.0,47137.0
455.0,249.0,38063.0,65168.0
414.0,290.0,20085.0,38242.0
72.0,310.0,20072.0,47160.0
68.0,537.0,11077.0,201227.0
385.0,352.0,11053.0,38216.0
46.0,436.0,11044.0,38177.0
858.0,431.0,11091.0,38211.0
548.0,88.0,56049.0,74173.0
912.0,466.0,38090.0,56195.0
10.0,933.0,38077.0,56196.0
931.0,668.0,11087.0,201227.0
589.0,592.0,11072.0,38217.0
68.0,362.0,47060.0,74157.0
485.0,567.0,11098.0,38205.0
494.0,909.0,20060.0,47135.0
42.0,351.0,29047.0,47186.0
818.0,301.0,29072.0,56157.0
87.0,901.0,47080.0,65180.0
166.0,896.0,11084.0,38186.0
589.0,35.0,29099.0,47223.0
808.0,159.0,29099.0,56202.0
674.0,284.0,38074.0,56203.0
363.0,258.0,11056.0,38208.0
511.0,553.0,20076.0,47178.0
698.0,388.0,20087.0,38186.0
588.0,613.0,29050.0,47175.0
987.0,400.0,20061.0,47142.0
420.0,42.0,56096.0,83182.0
321.0,565.0,20065.0,47184.0
399.0,5.0,10015.0,182206.0
882.0,181.0,29066.0,56162.0
813.0,577.0,56075.0,83164.0
724.0,43.0,38025.0,65138.0
51.0,238.0,29109.0,56213.0
454.0,33.0,9998.0,182204.0
395.0,293.0,20050.0,38179.0
217.0,138.0,47065.0,65189.0
383.0,995.0,11084.0,38219.0
270.0,214.0,10022.0,191171.0
395.0,973.0,38066.0,56174.0
911.0,616.0,20056.0,38193.0
416.0,575.0,11086.0,38240.0
752.0,133.0,11075.0,38181.0
484.0,173.0,20097.0,47200.0
253.0,974.0,11093.0,38214.0
379.0,431.0,20074.0,38197.0
292.0,442.0,20081.0,47177.0
147.0,414.0,11095.0,38207.0
818.0,301.0,38067.0,56183.0
816.0,193.0,56045.0,83147.0
474.0,85.0,20040.0,47136.0
729.0,472.0,11077.0,192246.0
613.0,140.0,20055.0,47152.0
34.0,386.0,10042.0,191209.0
34.0,903.0,20060.0,38190.0
217.0,268.0,20089.0,47170.0
292.0,970.0,11074.0,38206.0
583.0,238.0,10015.0,182193.0
78.0,61.0,38054.0,65157.0
210.0,620.0,20056.0,47167.0
653.0,174.0,10045.0,191180.0
247.0,920.0,11071.0,38176.0
92.0,394.0,56052.0,74162.0
432.0,897.0,20057.0,38159.0
958.0,808.0,20099.0,38241.0
225.0,631.0,10047.0,191181.0
560.0,738.0,20079.0,47196.0
295.0,489.0,11080.0,38182.0
592.0,868.0,20064.0,47151.0
282.0,298.0,11055.0,201240.0
5.0,399.0,11017.0,201185.0
760.0,208.0,47061.0,65167.0
181.0,324.0,29061.0,56153.0
61.0,288.0,20096.0,38218.0
623.0,904.0,29033.0,47175.0
315.0,582.0,10070.0,182213.0
560.0,476.0,10043.0,182211.0
376.0,958.0,11078.0,38194.0
816.0,615.0,38050.0,65144.0
444.0,229.0,10042.0,182246.0
118.0,342.0,11009.0,192209.0
386.0,863.0,11082.0,38192.0
297.0,281.0,29012.0,47144.0
941.0,625.0,11094.0,38223.0
819.0,167.0,29083.0,47155.0
440.0,327.0,20044.0,38187.0
484.0,536.0,20041.0,47155.0
872.0,316.0,20079.0,38212.0
674.0,998.0,20084.0,38209.0
300.0,328.0,11080.0,38211.0
356.0,167.0,20089.0,47190.0
941.0,706.0,11058.0,38171.0
602.0,461.0,11095.0,38188.0
811.0,980.0,11062.0,201233.0
89.0,352.0,29095.0,56172.0
219.0,444.0,11071.0,38183.0
548.0,88.0,47056.0,74133.0
441.0,315.0,20056.0,38199.0
178.0,124.0,29077.0,56174.0
484.0,245.0,20087.0,38246.0
311.0,830.0,11038.0,192210.0
701.0,421.0,20076.0,38195.0
511.0,310.0,47068.0,65181.0
348.0,806.0,29086.0,56168.0
268.0,890.0,10057.0,182234.0
934.0,630.0,11035.0,38157.0
468.0,405.0,11043.0,192181.0
563.0,505.0,20073.0,38212.0
659.0,499.0,38122.0,56212.0
7.0,858.0,20095.0,38232.0
33.0,147.0,20071.0,47161.0
193.0,499.0,11105.0,38204.0
420.0,530.0,20071.0,38230.0
759.0,141.0,38036.0,65135.0
526.0,571.0,20035.0,38164.0
187.0,47.0,20094.0,38201.0
187.0,726.0,38105.0,65180.0
995.0,965.0,38054.0,56187.0
446.0,426.0,11053.0,38183.0
776.0,104.0,20084.0,47153.0
955.0,938.0,10035.0,191192.0
695.0,426.0,20099.0,47192.0
224.0,546.0,83057.0,110158.0
368.0,444.0,11046.0,38165.0
146.0,359.0,10038.0,182238.0
548.0,154.0,47048.0,65151.0
369.0,233.0,11041.0,192204.0
659.0,296.0,38101.0,65205.0
981.0,180.0,20080.0,38240.0
581.0,308.0,11094.0,38208.0
166.0,190.0,38072.0,65180.0
465.0,738.0,10029.0,182255.0
871.0,867.0,47084.0,65207.0
602.0,139.0,11031.0,201193.0
433.0,314.0,11000.0,192197.0
675.0,6.0,20056.0,38213.0
869.0,948.0,38090.0,65182.0
655.0,755.0,10030.0,182234.0
111.0,265.0,10064.0,182239.0
724.0,919.0,47068.0,65192.0
825.0,12.0,20062.0,47150.0
337.0,388.0,11038.0,38140.0
294.0,25.0,20103.0,38228.0
125.0,855.0,11037.0,38161.0
869.0,775.0,29080.0,56198.0
816.0,266.0,29073.0,56152.0
725.0,212.0,11023.0,192223.0
876.0,422.0,11060.0,38182.0
777.0,603.0,20032.0,47159.0
589.0,2.0,38112.0,65208.0
724.0,407.0,65058.0,83171.0
950.0,576.0,20059.0,47150.0
78.0,34.0,83061.0,101167.0
133.0,418.0,10025.0,182197.0
483.0,523.0,11021.0,192213.0
547.0,105.0,11032.0,38163.0
288.0,654.0,10084.0,191218.0
545.0,234.0,29094.0,56170.0
170.0,427.0,29048.0,47166.0
589.0,199.0,47096.0,65221.0
871.0,314.0,11083.0,38198.0
187.0,232.0,38015.0,56153.0
904.0,296.0,11049.0,192232.0
655.0,329.0,29115.0,56222.0
988.0,455.0,11095.0,192233.0
695.0,725.0,29083.0,56195.0
555.0,415.0,20068.0,38211.0
816.0,182.0,29056.0,56128.0
235.0,254.0,10005.0,182221.0
882.0,54.0,20056.0,47176.0
181.0,368.0,65047.0,83180.0
484.0,913.0,11051.0,38164.0
107.0,845.0,11071.0,201213.0
727.0,262.0,11077.0,201195.0
454.0,419.0,11017.0,192216.0
537.0,399.0,38081.0,65164.0
843.0,49.0,11079.0,38202.0
777.0,879.0,11048.0,192249.0
589.0,814.0,20039.0,38175.0
900.0,216.0,11060.0,38193.0
739.0,210.0,29107.0,47232.0
78.0,505.0,65059.0,92165.0
78.0,518.0,11080.0,38216.0
329.0,734.0,11070.0,201207.0
540.0,790.0,11067.0,38176.0
166.0,487.0,29080.0,56193.0
601.0,610.0,38051.0,56143.0
154.0,188.0,20083.0,38214.0
224.0,999.0,83078.0,101176.0
380.0,215.0,20095.0,47177.0
760.0,858.0,20058.0,38184.0
446.0,720.0,29052.0,47178.0
991.0,497.0,11061.0,201220.0
484.0,245.0,11113.0,38232.0
834.0,570.0,11050.0,38166.0
707.0,906.0,20038.0,38147.0
965.0,996.0,11063.0,201190.0
410.0,826.0,20044.0,38220.0
365.0,572.0,20051.0,38178.0
383.0,995.0,20058.0,38221.0
628.0,917.0,20099.0,47202.0
308.0,425.0,47071.0,74172.0
455.0,699.0,56058.0,74152.0
870.0,962.0,10035.0,182178.0
468.0,836.0,20090.0,38201.0
652.0,33.0,10076.0,182238.0
941.0,325.0,29061.0,47157.0
37.0,408.0,11033.0,192236.0
56.0,344.0,10078.0,182255.0
357.0,859.0,20049.0,47149.0
106.0,893.0,11015.0,201191.0
954.0,752.0,10045.0,191170.0
684.0,511.0,20052.0,47154.0
871.0,634.0,56087.0,83195.0
755.0,264.0,65034.0,83146.0
214.0,967.0,20078.0,38223.0
519.0,328.0,11088.0,192243.0
725.0,380.0,56072.0,74186.0
295.0,335.0,38070.0,56188.0
317.0,462.0,38083.0,65177.0
995.0,74.0,56080.0,83181.0
714.0,308.0,110098.0,128218.0
189.0,317.0,11042.0,38165.0
224.0,400.0,65061.0,92153.0
541.0,149.0,11044.0,38171.0
210.0,332.0,11078.0,38152.0
724.0,819.0,11037.0,38175.0
10.0,263.0,20086.0,38213.0
261.0,111.0,11018.0,192212.0
146.0,677.0,38042.0,56150.0
924.0,676.0,11087.0,38198.0
771.0,859.0,11071.0,38168.0
159.0,531.0,10019.0,182193.0
459.0,585.0,20031.0,38176.0
589.0,367.0,11089.0,38199.0
589.0,17.0,20071.0,47160.0
533.0,506.0,11026.0,192214.0
555.0,994.0,20058.0,47158.0
829.0,835.0,20061.0,38217.0
420.0,535.0,10030.0,191155.0
395.0,751.0,65035.0,83176.0
789.0,825.0,10042.0,182244.0
11.0,267.0,20087.0,38216.0
416.0,86.0,11080.0,201227.0
724.0,41.0,20072.0,47177.0
122.0,688.0,11034.0,201237.0
829.0,266.0,20083.0,47171.0
925.0,146.0,11028.0,192203.0
267.0,292.0,20060.0,38185.0
358.0,830.0,20053.0,47173.0
837.0,891.0,11042.0,38169.0
436.0,537.0,11058.0,192237.0
882.0,599.0,47039.0,65173.0
918.0,636.0,47062.0,65201.0
395.0,22.0,29083.0,47188.0
674.0,335.0,29095.0,47198.0
138.0,217.0,11081.0,201223.0
481.0,887.0,10072.0,182249.0
321.0,868.0,38105.0,56188.0
11.0,515.0,20080.0,47191.0
707.0,630.0,20034.0,47150.0
418.0,919.0,11052.0,38183.0
189.0,159.0,10012.0,182232.0
707.0,340.0,29028.0,56138.0
644.0,251.0,20087.0,47204.0
777.0,145.0,11047.0,192255.0
440.0,20.0,38063.0,65137.0
446.0,307.0,29103.0,56213.0
447.0,527.0,11037.0,38170.0
474.0,644.0,20053.0,38173.0
181.0,304.0,11090.0,201234.0
968.0,353.0,20090.0,47201.0
250.0,263.0,20075.0,47177.0
379.0,104.0,11083.0,38196.0
623.0,611.0,38090.0,65179.0
623.0,39.0,56087.0,74201.0
101.0,802.0,29067.0,47164.0
798.0,407.0,10052.0,182222.0
714.0,403.0,29097.0,47223.0
297.0,571.0,29047.0,47172.0
82.0,88.0,56071.0,83145.0
420.0,784.0,20088.0,47195.0
228.0,163.0,20082.0,38219.0
69.0,505.0,74109.0,101195.0
250.0,112.0,11067.0,38194.0
896.0,398.0,47041.0,65156.0
821.0,621.0,11090.0,38222.0
672.0,98.0,11027.0,192202.0
783.0,706.0,11078.0,38192.0
214.0,913.0,11032.0,201187.0
918.0,821.0,38090.0,56194.0
362.0,188.0,20047.0,38192.0
665.0,178.0,20046.0,38178.0
11.0,267.0,11088.0,38208.0
665.0,178.0,11037.0,38143.0
286.0,312.0,11046.0,38181.0
882.0,487.0,11086.0,192244.0
125.0,881.0,20079.0,38202.0
698.0,958.0,56098.0,74199.0
61.0,536.0,20082.0,47196.0
148.0,597.0,11091.0,38216.0
82.0,23.0,47047.0,65172.0
855.0,31.0,20043.0,38189.0
224.0,244.0,56031.0,74180.0
561.0,966.0,20065.0,38239.0
468.0,836.0,11070.0,38193.0
343.0,265.0,56077.0,74206.0
816.0,199.0,20099.0,47203.0
755.0,438.0,29045.0,56145.0
301.0,682.0,10066.0,191218.0
440.0,724.0,38035.0,56192.0
827.0,714.0,20044.0,38190.0
818.0,436.0,20057.0,47149.0
357.0,971.0,29028.0,56136.0
92.0,164.0,38042.0,56161.0
363.0,258.0,20064.0,38208.0
187.0,748.0,11072.0,192227.0
464.0,743.0,11021.0,201191.0
850.0,447.0,11031.0,201187.0
605.0,389.0,29059.0,56181.0
376.0,97.0,20070.0,47162.0
739.0,803.0,11052.0,38171.0
592.0,742.0,29075.0,56169.0
217.0,138.0,38103.0,65187.0
869.0,224.0,20071.0,47165.0
606.0,220.0,20063.0,38213.0
144.0,995.0,11055.0,38170.0
475.0,440.0,20076.0,47173.0
993.0,469.0,11012.0,192206.0
887.0,828.0,29092.0,56191.0
819.0,406.0,20048.0,38183.0
10.0,225.0,38082.0,65177.0
636.0,963.0,11040.0,192253.0
775.0,906.0,20057.0,47164.0
778.0,550.0,20030.0,38177.0
869.0,775.0,38082.0,56191.0
69.0,247.0,65086.0,83212.0
138.0,938.0,11091.0,38220.0
517.0,504.0,11073.0,192234.0
850.0,447.0,11015.0,192220.0
778.0,869.0,20053.0,47118.0
343.0,27.0,11104.0,38192.0
608.0,530.0,56032.0,74145.0
152.0,803.0,20066.0,38207.0
762.0,366.0,10057.0,182204.0
297.0,522.0,47027.0,65198.0
39.0,497.0,65085.0,83213.0
608.0,204.0,47051.0,65159.0
211.0,633.0,9994.0,182184.0
542.0,643.0,20066.0,47167.0
83.0,143.0,11032.0,201191.0
871.0,396.0,29087.0,47206.0
802.0,578.0,11042.0,201243.0
827.0,714.0,11054.0,38200.0
992.0,184.0,20081.0,38209.0
775.0,906.0,29046.0,47179.0
39.0,180.0,101075.0,119191.0
89.0,316.0,11101.0,38211.0
977.0,370.0,11061.0,201225.0
896.0,398.0,38052.0,65161.0
882.0,687.0,20063.0,38176.0
317.0,442.0,20071.0,38197.0
668.0,931.0,10040.0,182228.0
225.0,956.0,47088.0,74180.0
9.0,756.0,10026.0,191168.0
659.0,504.0,29088.0,47207.0
818.0,136.0,47063.0,65167.0
897.0,110.0,20026.0,38176.0
903.0,226.0,11085.0,38229.0
113.0,149.0,11052.0,201196.0
521.0,438.0,10034.0,191171.0
181.0,773.0,47068.0,74155.0
408.0,845.0,11049.0,38148.0
528.0,187.0,11014.0,192206.0
339.0,269.0,20047.0,47159.0
319.0,702.0,20027.0,38178.0
783.0,706.0,20073.0,38204.0
785.0,514.0,20098.0,47185.0
717.0,343.0,38055.0,65158.0
990.0,162.0,29073.0,56178.0
18.0,117.0,11070.0,38216.0
607.0,991.0,11057.0,38160.0
78.0,137.0,92043.0,119150.0
365.0,207.0,47038.0,65160.0
872.0,316.0,11064.0,38211.0
9.0,85.0,11081.0,201240.0
424.0,18.0,29046.0,47167.0
