i0,i1,i2,i3
474.0,576.0,1124.0,201244.0
808.0,52.0,116.0,191184.0
159.0,847.0,1058.0,192194.0
801.0,482.0,1086.0,201193.0
464.0,743.0,1040.0,192174.0
943.0,378.0,1103.0,201163.0
275.0,247.0,1078.0,192219.0
506.0,726.0,71.0,182187.0
233.0,502.0,1068.0,192197.0
835.0,734.0,1076.0,192188.0
589.0,377.0,1118.0,201209.0
815.0,362.0,97.0,182194.0
265.0,111.0,1099.0,192219.0
557.0,957.0,1107.0,201197.0
147.0,836.0,1081.0,201159.0
273.0,605.0,1053.0,201166.0
304.0,181.0,91.0,182220.0
172.0,231.0,1072.0,201171.0
716.0,819.0,61.0,182146.0
38.0,348.0,1056.0,201149.0
414.0,277.0,1109.0,192222.0
414.0,591.0,1049.0,192165.0
746.0,458.0,1085.0,201171.0
86.0,933.0,1040.0,201157.0
404.0,773.0,1080.0,192180.0
876.0,191.0,1067.0,192187.0
504.0,978.0,1082.0,192156.0
663.0,580.0,1122.0,201207.0
866.0,236.0,1080.0,201173.0
91.0,493.0,43.0,182120.0
500.0,961.0,1106.0,192205.0
716.0,568.0,69.0,191176.0
523.0,483.0,81.0,182185.0
823.0,426.0,72.0,191152.0
286.0,771.0,84.0,182194.0
670.0,67.0,1113.0,201189.0
735.0,278.0,1043.0,201175.0
265.0,974.0,44.0,182179.0
988.0,146.0,86.0,182203.0
669.0,306.0,53.0,182175.0
165.0,244.0,1099.0,201180.0
929.0,801.0,119.0,191175.0
835.0,734.0,1090.0,201170.0
652.0,33.0,99.0,182196.0
566.0,599.0,1093.0,201200.0
727.0,262.0,1100.0,201166.0
115.0,689.0,1110.0,201206.0
950.0,734.0,60.0,191147.0
727.0,397.0,1051.0,192169.0
52.0,808.0,1114.0,192203.0
616.0,290.0,1055.0,192152.0
306.0,669.0,1064.0,201171.0
66.0,900.0,96.0,182227.0
853.0,475.0,1093.0,201194.0
514.0,365.0,75.0,182187.0
749.0,393.0,1113.0,192197.0
250.0,896.0,53.0,182158.0
510.0,586.0,1052.0,201138.0
960.0,245.0,84.0,191164.0
437.0,755.0,64.0,182155.0
301.0,682.0,96.0,191190.0
553.0,512.0,87.0,182207.0
962.0,870.0,1056.0,192158.0
217.0,425.0,1085.0,201196.0
90.0,977.0,1101.0,201192.0
784.0,87.0,1093.0,201194.0
414.0,277.0,1115.0,201218.0
192.0,8.0,1075.0,201182.0
272.0,356.0,1060.0,192167.0
954.0,471.0,67.0,182198.0
439.0,784.0,52.0,182178.0
25.0,466.0,1077.0,201186.0
9.0,756.0,53.0,182152.0
879.0,777.0,80.0,182183.0
8.0,287.0,60.0,182181.0
477.0,26.0,76.0,191162.0
279.0,631.0,1093.0,201187.0
500.0,996.0,67.0,182192.0
988.0,455.0,1086.0,201198.0
742.0,392.0,1082.0,201162.0
420.0,535.0,51.0,182137.0
924.0,816.0,1105.0,201198.0
339.0,140.0,76.0,191151.0
225.0,631.0,69.0,191164.0
557.0,957.0,1093.0,192194.0
374.0,876.0,55.0,182169.0
385.0,672.0,61.0,191139.0
86.0,416.0,93.0,191182.0
615.0,331.0,1057.0,201166.0
999.0,288.0,34.0,182180.0
882.0,487.0,1096.0,192214.0
222.0,686.0,1078.0,201188.0
111.0,814.0,1062.0,201166.0
498.0,974.0,122.0,182229.0
797.0,753.0,1052.0,201133.0
245.0,960.0,1081.0,201153.0
190.0,856.0,1053.0,192171.0
298.0,777.0,1074.0,192179.0
549.0,746.0,1069.0,201189.0
945.0,537.0,47.0,182212.0
911.0,583.0,1041.0,201150.0
13.0,190.0,1069.0,201149.0
974.0,498.0,1124.0,201218.0
481.0,887.0,129.0,191196.0
514.0,955.0,65.0,182193.0
229.0,444.0,1082.0,201201.0
805.0,858.0,1080.0,201166.0
111.0,265.0,103.0,182226.0
475.0,370.0,1070.0,201180.0
359.0,678.0,54.0,182165.0
723.0,161.0,111.0,182245.0
855.0,80.0,85.0,191160.0
288.0,654.0,86.0,182180.0
784.0,991.0,61.0,182193.0
416.0,86.0,1101.0,192191.0
177.0,610.0,1071.0,201178.0
564.0,337.0,15.0,182142.0
652.0,809.0,67.0,182199.0
588.0,757.0,1106.0,201196.0
195.0,348.0,40.0,182174.0
339.0,319.0,1072.0,192196.0
353.0,529.0,1111.0,201212.0
85.0,9.0,84.0,182216.0
873.0,429.0,1060.0,192190.0
90.0,823.0,57.0,182163.0
546.0,40.0,1111.0,201205.0
626.0,670.0,1101.0,192223.0
872.0,833.0,1092.0,192218.0
756.0,858.0,1050.0,192153.0
614.0,734.0,117.0,182242.0
848.0,837.0,1074.0,201181.0
748.0,482.0,1057.0,201165.0
116.0,568.0,68.0,182174.0
974.0,437.0,1029.0,192164.0
702.0,865.0,41.0,191142.0
90.0,49.0,86.0,182242.0
894.0,624.0,1087.0,201209.0
217.0,138.0,84.0,182203.0
734.0,950.0,1046.0,192144.0
979.0,141.0,1108.0,201197.0
535.0,576.0,1090.0,201196.0
182.0,667.0,1046.0,201135.0
478.0,180.0,1092.0,201183.0
725.0,212.0,1061.0,201177.0
308.0,991.0,1080.0,192222.0
487.0,658.0,79.0,182213.0
384.0,917.0,1089.0,201179.0
856.0,190.0,52.0,182181.0
310.0,631.0,1040.0,192161.0
733.0,540.0,1081.0,192202.0
991.0,308.0,86.0,182217.0
350.0,251.0,18.0,182157.0
813.0,552.0,88.0,191180.0
876.0,374.0,1043.0,201141.0
310.0,514.0,34.0,182194.0
174.0,958.0,1092.0,201170.0
123.0,979.0,1084.0,192190.0
573.0,719.0,62.0,182162.0
585.0,790.0,1072.0,192196.0
440.0,261.0,61.0,191161.0
460.0,864.0,1101.0,201196.0
545.0,568.0,1094.0,201208.0
777.0,298.0,87.0,182183.0
847.0,741.0,1079.0,201183.0
200.0,971.0,62.0,182194.0
588.0,758.0,1055.0,201160.0
782.0,473.0,1064.0,201160.0
644.0,559.0,1126.0,201210.0
9.0,85.0,1111.0,201200.0
385.0,672.0,29.0,182140.0
962.0,870.0,1083.0,201148.0
378.0,943.0,93.0,191169.0
542.0,29.0,1087.0,192221.0
261.0,111.0,1056.0,192186.0
122.0,688.0,1062.0,192199.0
267.0,142.0,60.0,191149.0
294.0,390.0,1110.0,192225.0
144.0,839.0,89.0,182184.0
823.0,90.0,1046.0,192138.0
90.0,977.0,1068.0,192205.0
751.0,819.0,110.0,191200.0
46.0,683.0,1078.0,201168.0
958.0,174.0,94.0,191179.0
842.0,817.0,1106.0,192216.0
740.0,747.0,57.0,182176.0
938.0,748.0,1071.0,201168.0
623.0,835.0,1056.0,201176.0
669.0,459.0,1087.0,201206.0
611.0,283.0,62.0,191142.0
72.0,497.0,1063.0,201152.0
805.0,527.0,1092.0,201187.0
884.0,332.0,97.0,182198.0
568.0,716.0,1081.0,201154.0
683.0,899.0,1075.0,201198.0
957.0,557.0,104.0,182202.0
118.0,342.0,1053.0,201163.0
838.0,226.0,1057.0,192160.0
929.0,44.0,1110.0,201204.0
365.0,514.0,1074.0,201178.0
98.0,352.0,111.0,191190.0
244.0,453.0,1052.0,201161.0
602.0,139.0,1065.0,201168.0
294.0,334.0,1099.0,201202.0
836.0,881.0,1044.0,201145.0
261.0,111.0,1087.0,201179.0
294.0,439.0,54.0,182173.0
33.0,454.0,1072.0,201165.0
108.0,133.0,1087.0,201195.0
954.0,752.0,83.0,191149.0
938.0,955.0,1054.0,192161.0
440.0,261.0,39.0,182158.0
728.0,746.0,72.0,182187.0
352.0,98.0,1108.0,201183.0
523.0,886.0,68.0,182178.0
855.0,976.0,1020.0,192140.0
437.0,329.0,97.0,182198.0
257.0,206.0,1109.0,201181.0
364.0,487.0,1061.0,192175.0
704.0,90.0,1053.0,201129.0
339.0,281.0,1081.0,201157.0
527.0,805.0,85.0,191184.0
321.0,760.0,1117.0,201189.0
820.0,838.0,1081.0,201156.0
863.0,868.0,59.0,182173.0
621.0,588.0,1080.0,192181.0
917.0,384.0,77.0,182177.0
766.0,586.0,1066.0,201135.0
591.0,123.0,1076.0,192205.0
500.0,192.0,1098.0,201204.0
908.0,581.0,60.0,182187.0
298.0,282.0,59.0,182196.0
519.0,298.0,105.0,191188.0
814.0,676.0,1054.0,201158.0
198.0,586.0,1058.0,201162.0
605.0,57.0,66.0,191138.0
223.0,148.0,32.0,182160.0
850.0,903.0,1100.0,192223.0
898.0,623.0,1068.0,201173.0
560.0,476.0,66.0,182182.0
303.0,801.0,1110.0,201187.0
217.0,650.0,93.0,182187.0
201.0,232.0,62.0,191138.0
34.0,307.0,1074.0,201172.0
653.0,324.0,1052.0,192161.0
290.0,616.0,74.0,191140.0
683.0,790.0,1050.0,201139.0
33.0,652.0,1084.0,192215.0
940.0,183.0,1045.0,201158.0
604.0,479.0,32.0,182188.0
851.0,471.0,1094.0,201217.0
851.0,343.0,1058.0,201156.0
83.0,143.0,1045.0,192177.0
106.0,893.0,1029.0,192165.0
154.0,528.0,1054.0,192143.0
493.0,91.0,1054.0,192159.0
189.0,159.0,46.0,182205.0
819.0,751.0,1106.0,192206.0
545.0,198.0,1089.0,201186.0
996.0,500.0,1066.0,192178.0
145.0,879.0,1060.0,192201.0
961.0,500.0,125.0,191195.0
582.0,315.0,1103.0,201207.0
672.0,98.0,1052.0,192168.0
597.0,396.0,1102.0,192219.0
630.0,661.0,82.0,191139.0
998.0,621.0,60.0,191118.0
155.0,322.0,1063.0,192198.0
473.0,782.0,55.0,182164.0
382.0,290.0,1049.0,192178.0
897.0,198.0,1112.0,192217.0
853.0,594.0,45.0,182173.0
557.0,625.0,1079.0,201163.0
458.0,746.0,94.0,191174.0
801.0,303.0,111.0,191185.0
929.0,851.0,1093.0,192193.0
366.0,762.0,1086.0,192192.0
239.0,789.0,1061.0,201160.0
362.0,815.0,1114.0,201197.0
805.0,429.0,1127.0,201220.0
517.0,504.0,1119.0,201205.0
58.0,840.0,1088.0,192200.0
343.0,851.0,45.0,182149.0
216.0,80.0,1071.0,201149.0
908.0,295.0,92.0,182229.0
823.0,426.0,103.0,182185.0
461.0,671.0,1097.0,192211.0
881.0,836.0,56.0,191140.0
886.0,523.0,1070.0,201166.0
149.0,113.0,58.0,182169.0
226.0,788.0,1099.0,201215.0
123.0,554.0,48.0,191145.0
138.0,217.0,1088.0,192214.0
349.0,974.0,1113.0,201188.0
440.0,763.0,1069.0,201156.0
889.0,120.0,1083.0,201208.0
896.0,250.0,1065.0,201141.0
848.0,143.0,1073.0,201182.0
979.0,354.0,90.0,182175.0
552.0,432.0,1054.0,192157.0
98.0,838.0,1109.0,201205.0
971.0,200.0,1076.0,192172.0
582.0,315.0,1121.0,192204.0
858.0,756.0,75.0,191156.0
680.0,560.0,95.0,182173.0
102.0,86.0,1133.0,201216.0
113.0,149.0,1053.0,201148.0
176.0,312.0,1065.0,192170.0
144.0,839.0,120.0,191184.0
621.0,998.0,1057.0,201125.0
819.0,716.0,1054.0,192152.0
943.0,378.0,1076.0,192197.0
146.0,359.0,54.0,182193.0
974.0,265.0,1073.0,201175.0
538.0,95.0,43.0,182180.0
34.0,386.0,80.0,182176.0
466.0,415.0,1106.0,201193.0
962.0,713.0,1072.0,192165.0
261.0,440.0,1074.0,201142.0
41.0,629.0,44.0,182153.0
814.0,381.0,1099.0,201231.0
320.0,296.0,37.0,182161.0
644.0,559.0,1103.0,192225.0
957.0,557.0,93.0,191185.0
886.0,523.0,1070.0,192203.0
892.0,441.0,1077.0,201174.0
622.0,144.0,1054.0,201129.0
747.0,740.0,1052.0,192197.0
961.0,500.0,123.0,182226.0
504.0,517.0,119.0,182208.0
547.0,467.0,69.0,182206.0
126.0,179.0,1077.0,192197.0
296.0,320.0,1051.0,201157.0
171.0,632.0,1128.0,201203.0
632.0,197.0,1081.0,201180.0
980.0,374.0,1098.0,192178.0
509.0,335.0,1094.0,201206.0
955.0,514.0,1088.0,201210.0
301.0,60.0,1116.0,201214.0
969.0,715.0,1098.0,201185.0
273.0,702.0,1085.0,201208.0
984.0,945.0,1080.0,201161.0
97.0,979.0,68.0,182163.0
211.0,633.0,37.0,182159.0
585.0,790.0,1093.0,201182.0
951.0,86.0,1057.0,192151.0
991.0,497.0,1099.0,201184.0
136.0,56.0,1070.0,201175.0
879.0,145.0,53.0,182193.0
567.0,982.0,1109.0,201200.0
138.0,217.0,1119.0,201207.0
571.0,896.0,62.0,182176.0
981.0,714.0,56.0,182182.0
605.0,278.0,1063.0,201165.0
672.0,735.0,1105.0,192192.0
171.0,632.0,1104.0,192214.0
65.0,282.0,1054.0,201162.0
146.0,241.0,1099.0,201204.0
921.0,341.0,1046.0,192168.0
900.0,66.0,1101.0,201197.0
567.0,982.0,1098.0,192201.0
535.0,420.0,1068.0,201138.0
667.0,182.0,60.0,191137.0
615.0,50.0,1095.0,201206.0
72.0,606.0,1095.0,201203.0
338.0,934.0,1092.0,201188.0
955.0,514.0,1076.0,192210.0
903.0,850.0,83.0,182214.0
424.0,723.0,1077.0,201162.0
459.0,128.0,60.0,182137.0
519.0,298.0,101.0,182197.0
631.0,225.0,1093.0,201167.0
123.0,183.0,1064.0,192178.0
528.0,187.0,1052.0,201168.0
348.0,195.0,1058.0,192173.0
366.0,368.0,1075.0,201171.0
560.0,680.0,1108.0,201182.0
962.0,378.0,1062.0,192113.0
629.0,41.0,1064.0,192151.0
848.0,143.0,1058.0,192185.0
672.0,385.0,1037.0,192153.0
68.0,965.0,71.0,182178.0
391.0,829.0,87.0,182198.0
967.0,294.0,1077.0,201169.0
648.0,879.0,1075.0,192161.0
552.0,813.0,1088.0,201178.0
947.0,863.0,1080.0,201169.0
193.0,871.0,1054.0,192164.0
155.0,322.0,1069.0,201167.0
42.0,813.0,65.0,191141.0
39.0,435.0,92.0,182218.0
344.0,56.0,1098.0,192204.0
291.0,657.0,1078.0,201191.0
232.0,201.0,1049.0,201134.0
133.0,108.0,79.0,182204.0
201.0,714.0,1117.0,201201.0
606.0,72.0,96.0,182210.0
680.0,560.0,91.0,191176.0
882.0,487.0,1097.0,201211.0
209.0,430.0,105.0,191193.0
944.0,485.0,82.0,182202.0
876.0,374.0,1021.0,192154.0
471.0,954.0,1077.0,201183.0
551.0,134.0,1078.0,201187.0
813.0,42.0,1047.0,192155.0
305.0,229.0,72.0,191174.0
349.0,253.0,86.0,182185.0
893.0,902.0,1071.0,201155.0
348.0,38.0,39.0,191131.0
349.0,253.0,94.0,191184.0
977.0,395.0,92.0,191180.0
286.0,186.0,94.0,182203.0
310.0,204.0,1052.0,201124.0
725.0,212.0,1052.0,192185.0
519.0,328.0,1108.0,201211.0
979.0,97.0,1071.0,201165.0
415.0,529.0,1092.0,201164.0
191.0,445.0,1052.0,201154.0
255.0,738.0,53.0,182150.0
308.0,991.0,1109.0,201218.0
496.0,598.0,1064.0,201174.0
98.0,352.0,105.0,182224.0
185.0,409.0,73.0,182200.0
950.0,560.0,1048.0,201133.0
237.0,673.0,1085.0,201203.0
329.0,663.0,1080.0,201158.0
214.0,913.0,1066.0,201163.0
663.0,810.0,102.0,182212.0
142.0,267.0,1069.0,201148.0
218.0,428.0,1100.0,192238.0
174.0,653.0,1077.0,201148.0
305.0,229.0,83.0,182166.0
426.0,823.0,1065.0,192179.0
607.0,995.0,1071.0,192195.0
976.0,855.0,47.0,191125.0
231.0,172.0,32.0,182179.0
307.0,590.0,56.0,191135.0
439.0,294.0,1048.0,192175.0
405.0,468.0,61.0,182163.0
225.0,631.0,56.0,182147.0
762.0,366.0,81.0,182183.0
678.0,359.0,1046.0,192149.0
712.0,986.0,91.0,182225.0
542.0,346.0,99.0,182244.0
155.0,508.0,1055.0,192196.0
151.0,50.0,1079.0,192188.0
823.0,90.0,1053.0,201134.0
146.0,988.0,1080.0,192190.0
642.0,618.0,102.0,191184.0
39.0,207.0,1068.0,192170.0
288.0,999.0,1062.0,192167.0
199.0,757.0,1049.0,201141.0
560.0,680.0,1101.0,192190.0
98.0,672.0,38.0,182167.0
489.0,214.0,1089.0,192198.0
822.0,637.0,1088.0,201181.0
450.0,477.0,48.0,191120.0
396.0,597.0,89.0,182245.0
86.0,416.0,81.0,182178.0
290.0,616.0,64.0,182165.0
11.0,841.0,75.0,191157.0
621.0,998.0,1036.0,192153.0
974.0,265.0,1036.0,192172.0
890.0,268.0,1104.0,201206.0
955.0,938.0,78.0,182161.0
90.0,823.0,71.0,191131.0
672.0,385.0,1062.0,201124.0
763.0,440.0,60.0,182170.0
37.0,408.0,1078.0,201172.0
523.0,963.0,1065.0,201175.0
47.0,670.0,74.0,191153.0
18.0,598.0,1095.0,201199.0
56.0,344.0,94.0,182222.0
110.0,689.0,1052.0,192214.0
79.0,8.0,97.0,182198.0
485.0,944.0,1117.0,201192.0
994.0,771.0,66.0,191132.0
361.0,25.0,37.0,182161.0
741.0,954.0,103.0,191174.0
833.0,872.0,82.0,182223.0
946.0,255.0,1122.0,201210.0
667.0,575.0,1119.0,192187.0
203.0,966.0,1096.0,201226.0
714.0,201.0,102.0,182226.0
55.0,738.0,1060.0,192169.0
409.0,185.0,1077.0,201193.0
485.0,944.0,1090.0,192199.0
954.0,70.0,57.0,191148.0
197.0,348.0,1057.0,192182.0
409.0,185.0,1079.0,192210.0
581.0,908.0,1040.0,192168.0
441.0,760.0,1069.0,192174.0
143.0,83.0,30.0,182152.0
25.0,361.0,1075.0,201175.0
5.0,399.0,1054.0,201141.0
560.0,253.0,1058.0,201181.0
496.0,532.0,68.0,182189.0
729.0,472.0,1100.0,201196.0
716.0,568.0,64.0,182175.0
525.0,442.0,93.0,182204.0
547.0,331.0,1116.0,201213.0
514.0,310.0,1063.0,201156.0
904.0,296.0,1077.0,201185.0
955.0,938.0,81.0,191156.0
18.0,301.0,1046.0,201132.0
