i0,i1,i2
906.0,11031.0,38155.0
590.0,11036.0,38181.0
152.0,10023.0,191176.0
689.0,10041.0,182191.0
212.0,11011.0,192230.0
178.0,11059.0,38202.0
570.0,11038.0,38164.0
101.0,11091.0,38210.0
343.0,38043.0,65164.0
383.0,11040.0,38173.0
850.0,10030.0,182207.0
99.0,20057.0,38216.0
522.0,47020.0,65195.0
352.0,38089.0,56207.0
536.0,20077.0,47207.0
174.0,29087.0,47242.0
884.0,47061.0,65202.0
87.0,20057.0,38248.0
793.0,11072.0,38215.0
56.0,11066.0,201243.0
891.0,20029.0,38192.0
887.0,10060.0,182256.0
301.0,11007.0,201178.0
530.0,20054.0,38251.0
914.0,11038.0,38163.0
442.0,20068.0,47179.0
560.0,10067.0,191206.0
755.0,38050.0,65193.0
47.0,11052.0,38196.0
702.0,11061.0,192232.0
974.0,56072.0,83221.0
233.0,11035.0,192220.0
173.0,38060.0,56188.0
634.0,11010.0,201193.0
839.0,20022.0,38222.0
824.0,20079.0,38244.0
421.0,11079.0,38172.0
3.0,20045.0,47187.0
908.0,47050.0,74149.0
339.0,10035.0,182216.0
332.0,29082.0,56205.0
649.0,11028.0,192223.0
615.0,38037.0,65154.0
741.0,29032.0,47188.0
614.0,38043.0,56183.0
729.0,11097.0,38247.0
916.0,11076.0,38211.0
415.0,20062.0,38206.0
452.0,56074.0,83203.0
92.0,11060.0,38195.0
855.0,11034.0,38173.0
163.0,20068.0,38229.0
403.0,20065.0,47169.0
70.0,11104.0,201252.0
105.0,11055.0,38193.0
136.0,20035.0,38228.0
290.0,11022.0,201201.0
329.0,20044.0,47169.0
151.0,11064.0,38205.0
901.0,29046.0,47197.0
180.0,29057.0,47205.0
803.0,20071.0,47192.0
632.0,10018.0,182193.0
232.0,11048.0,38194.0
312.0,11059.0,38205.0
229.0,10030.0,182219.0
642.0,11028.0,192212.0
104.0,11080.0,38210.0
54.0,20066.0,38204.0
407.0,65059.0,83190.0
706.0,11076.0,38213.0
81.0,11056.0,38182.0
447.0,65051.0,92190.0
675.0,20019.0,47154.0
28.0,38025.0,56183.0
206.0,29056.0,47190.0
500.0,65089.0,92204.0
138.0,38035.0,55168.0
741.0,38083.0,56230.0
329.0,38061.0,56212.0
958.0,92073.0,110207.0
963.0,11031.0,201215.0
240.0,10058.0,182241.0
188.0,11051.0,38217.0
615.0,20090.0,47206.0
502.0,38097.0,65227.0
204.0,20045.0,38200.0
270.0,10996.0,201165.0
352.0,29092.0,56191.0
894.0,29019.0,47171.0
106.0,38068.0,56211.0
148.0,11055.0,38205.0
427.0,11096.0,38214.0
289.0,11025.0,38184.0
259.0,20038.0,38182.0
32.0,20082.0,38228.0
143.0,11031.0,201198.0
345.0,11040.0,38196.0
622.0,20023.0,47177.0
832.0,47070.0,74171.0
208.0,11026.0,201197.0
316.0,29060.0,47202.0
827.0,11023.0,38188.0
201.0,101109.0,128209.0
10.0,38069.0,56217.0
931.0,11066.0,38184.0
726.0,20070.0,38215.0
92.0,20071.0,38237.0
218.0,10059.0,182263.0
891.0,11069.0,201267.0
584.0,11042.0,201233.0
130.0,38018.0,65188.0
161.0,38049.0,65171.0
620.0,29060.0,47179.0
339.0,47049.0,65201.0
913.0,11049.0,38175.0
631.0,10995.0,192222.0
815.0,20040.0,47175.0
167.0,20049.0,47187.0
561.0,65057.0,83215.0
503.0,11126.0,38223.0
765.0,11079.0,38217.0
503.0,20075.0,38250.0
552.0,29051.0,56174.0
519.0,29062.0,56224.0
819.0,38057.0,56182.0
497.0,11061.0,201246.0
268.0,11060.0,38185.0
263.0,20058.0,47177.0
859.0,29090.0,56216.0
392.0,10024.0,191169.0
925.0,9978.0,182220.0
917.0,29067.0,47228.0
181.0,38027.0,56139.0
999.0,11030.0,192209.0
828.0,29080.0,56205.0
24.0,11070.0,38199.0
500.0,11034.0,192208.0
738.0,29045.0,47213.0
8.0,10061.0,182263.0
310.0,20070.0,47177.0
716.0,29035.0,56145.0
468.0,20058.0,47187.0
913.0,11024.0,201207.0
389.0,29053.0,56194.0
906.0,20012.0,38154.0
507.0,11033.0,192226.0
615.0,47023.0,65169.0
308.0,20080.0,38221.0
999.0,29026.0,47165.0
397.0,47048.0,74176.0
351.0,20066.0,47173.0
324.0,29056.0,56158.0
819.0,10053.0,191249.0
274.0,11057.0,38195.0
436.0,11039.0,38176.0
441.0,10047.0,191199.0
994.0,29038.0,47158.0
47.0,29080.0,47230.0
91.0,10997.0,192193.0
287.0,29061.0,56211.0
913.0,20036.0,38188.0
819.0,10025.0,191168.0
55.0,20083.0,38224.0
68.0,11036.0,201185.0
466.0,11043.0,38193.0
882.0,11077.0,38237.0
398.0,38035.0,65169.0
137.0,92039.0,119159.0
748.0,20086.0,38215.0
924.0,10040.0,191205.0
249.0,47040.0,65186.0
929.0,10051.0,182242.0
821.0,29079.0,56203.0
773.0,47067.0,74150.0
871.0,29078.0,47215.0
465.0,11026.0,38186.0
128.0,10031.0,182191.0
727.0,20067.0,38228.0
464.0,20050.0,38190.0
514.0,11024.0,192250.0
679.0,11006.0,192208.0
290.0,38070.0,65172.0
45.0,20099.0,47218.0
347.0,29036.0,47193.0
616.0,20033.0,38207.0
866.0,92025.0,110169.0
797.0,20045.0,38195.0
714.0,20072.0,47199.0
79.0,56086.0,74222.0
487.0,11055.0,201230.0
868.0,29080.0,56212.0
870.0,11038.0,192204.0
773.0,56006.0,74174.0
58.0,10024.0,182247.0
530.0,11025.0,38188.0
984.0,29014.0,47174.0
443.0,20084.0,38254.0
958.0,20084.0,38232.0
32.0,11030.0,201227.0
630.0,20037.0,38216.0
392.0,20044.0,38200.0
768.0,11066.0,38205.0
425.0,47058.0,74185.0
926.0,11078.0,38213.0
182.0,10009.0,191166.0
75.0,29032.0,56169.0
480.0,20051.0,47140.0
478.0,92087.0,110234.0
485.0,11037.0,38189.0
208.0,29059.0,56158.0
39.0,10039.0,182212.0
630.0,11028.0,201179.0
292.0,20040.0,38185.0
755.0,47039.0,74153.0
488.0,11082.0,38236.0
766.0,29054.0,47188.0
517.0,20076.0,38232.0
897.0,11031.0,38159.0
925.0,11057.0,38201.0
663.0,29093.0,56210.0
233.0,20039.0,47151.0
706.0,20033.0,47143.0
681.0,20017.0,47144.0
279.0,20095.0,47229.0
341.0,10983.0,192190.0
557.0,56070.0,83170.0
732.0,29062.0,56170.0
238.0,29089.0,56222.0
103.0,20050.0,38221.0
955.0,29061.0,47173.0
621.0,11047.0,38195.0
103.0,11082.0,38217.0
8.0,29056.0,47194.0
462.0,38074.0,65174.0
236.0,20052.0,47177.0
52.0,11057.0,201251.0
228.0,11050.0,201207.0
557.0,38057.0,65173.0
353.0,29108.0,56202.0
447.0,74049.0,92176.0
335.0,29038.0,56161.0
854.0,11037.0,38206.0
213.0,29060.0,56177.0
859.0,11057.0,38181.0
73.0,20074.0,47201.0
850.0,20086.0,38234.0
704.0,20048.0,47183.0
522.0,38052.0,65170.0
394.0,11089.0,38235.0
72.0,10050.0,182253.0
975.0,11090.0,201253.0
631.0,11088.0,38206.0
149.0,11027.0,192211.0
545.0,29072.0,47203.0
537.0,11060.0,192230.0
516.0,29068.0,56178.0
850.0,47063.0,74167.0
560.0,10991.0,201176.0
312.0,11040.0,38192.0
368.0,65053.0,83182.0
419.0,20055.0,47181.0
710.0,56010.0,74177.0
185.0,11038.0,192245.0
708.0,38054.0,65178.0
333.0,29083.0,47222.0
936.0,11073.0,38203.0
874.0,56055.0,83188.0
803.0,20031.0,47156.0
855.0,56027.0,83180.0
822.0,10058.0,191189.0
349.0,11032.0,192239.0
472.0,38096.0,65205.0
54.0,11066.0,38222.0
610.0,29068.0,56206.0
801.0,10094.0,191206.0
308.0,11085.0,38212.0
162.0,29076.0,56183.0
31.0,11051.0,38192.0
206.0,20044.0,47165.0
859.0,20039.0,47149.0
133.0,11048.0,38179.0
394.0,47034.0,74149.0
931.0,20021.0,38191.0
394.0,56034.0,74179.0
483.0,10015.0,182220.0
422.0,11053.0,38193.0
382.0,10000.0,182199.0
194.0,11033.0,38184.0
954.0,11021.0,192173.0
732.0,38032.0,56193.0
920.0,38005.0,65166.0
895.0,11083.0,38237.0
975.0,20111.0,47212.0
380.0,20011.0,38195.0
587.0,38105.0,65196.0
695.0,20081.0,47191.0
371.0,20062.0,47178.0
138.0,11064.0,38196.0
395.0,29073.0,56196.0
503.0,20088.0,47189.0
653.0,11057.0,38199.0
349.0,20058.0,47180.0
413.0,29097.0,47247.0
328.0,74094.0,101203.0
184.0,20071.0,38220.0
809.0,20073.0,47187.0
736.0,47017.0,65176.0
238.0,10007.0,182206.0
709.0,29081.0,47202.0
233.0,10043.0,182262.0
172.0,20075.0,38244.0
378.0,11056.0,201194.0
199.0,20092.0,47222.0
819.0,11020.0,38183.0
712.0,11073.0,38220.0
173.0,20096.0,47185.0
880.0,11059.0,201216.0
771.0,29056.0,47212.0
318.0,11001.0,192195.0
392.0,20076.0,47213.0
304.0,11077.0,201243.0
367.0,38035.0,65164.0
355.0,29062.0,56175.0
984.0,11024.0,38172.0
863.0,38058.0,65192.0
16.0,11087.0,38207.0
194.0,20036.0,38210.0
269.0,29030.0,47174.0
86.0,11036.0,192255.0
888.0,20084.0,47187.0
406.0,20029.0,38198.0
280.0,20050.0,47168.0
377.0,11061.0,201244.0
702.0,11021.0,201181.0
388.0,20072.0,38201.0
900.0,10037.0,182258.0
571.0,11020.0,192211.0
225.0,11038.0,192252.0
130.0,20041.0,38220.0
66.0,11068.0,201230.0
7.0,29091.0,56201.0
806.0,29067.0,56191.0
310.0,38105.0,65210.0
727.0,11090.0,38242.0
768.0,11090.0,38227.0
407.0,56048.0,83171.0
215.0,11057.0,38213.0
86.0,11084.0,38223.0
995.0,20051.0,38225.0
948.0,38068.0,65196.0
365.0,20035.0,38182.0
522.0,11041.0,38179.0
93.0,29032.0,47174.0
419.0,11019.0,192236.0
2.0,29041.0,56146.0
147.0,47027.0,65186.0
841.0,20078.0,38240.0
716.0,83036.0,110152.0
756.0,10028.0,191179.0
104.0,20070.0,47165.0
391.0,11001.0,192204.0
498.0,11081.0,192278.0
135.0,56080.0,83199.0
746.0,20029.0,47163.0
232.0,10032.0,182215.0
980.0,47020.0,74151.0
682.0,38034.0,56185.0
219.0,29060.0,56194.0
884.0,38084.0,65176.0
654.0,10075.0,191227.0
321.0,20079.0,47211.0
2.0,20082.0,47186.0
407.0,11053.0,38192.0
748.0,74040.0,92213.0
452.0,20045.0,38214.0
689.0,20043.0,38190.0
552.0,20043.0,47179.0
133.0,56064.0,74211.0
251.0,11046.0,38197.0
956.0,47076.0,74185.0
592.0,20062.0,38255.0
818.0,11034.0,201222.0
167.0,11018.0,201159.0
207.0,11024.0,201204.0
925.0,56081.0,74230.0
670.0,11070.0,192229.0
354.0,29083.0,56211.0
544.0,29019.0,56139.0
726.0,38103.0,65190.0
561.0,56083.0,83180.0
911.0,9993.0,182223.0
34.0,74041.0,101162.0
104.0,20034.0,47144.0
652.0,11068.0,201223.0
595.0,11067.0,38178.0
432.0,11025.0,201190.0
176.0,47091.0,65223.0
571.0,11029.0,38165.0
590.0,10061.0,182245.0
361.0,11043.0,38210.0
944.0,11070.0,38214.0
866.0,29029.0,47174.0
903.0,11047.0,38167.0
147.0,11058.0,38221.0
561.0,20078.0,38247.0
850.0,10057.0,182255.0
536.0,29063.0,56182.0
899.0,11066.0,201248.0
570.0,11054.0,38199.0
886.0,11005.0,192221.0
95.0,29041.0,56138.0
85.0,11069.0,201250.0
335.0,11075.0,38186.0
562.0,47064.0,65209.0
188.0,20045.0,38213.0
306.0,11070.0,38202.0
943.0,47048.0,65196.0
39.0,11086.0,201222.0
298.0,11051.0,201241.0
353.0,29093.0,47207.0
579.0,11066.0,192258.0
920.0,20032.0,38196.0
948.0,38097.0,56204.0
809.0,29046.0,47208.0
523.0,11029.0,192218.0
150.0,11056.0,38212.0
917.0,47096.0,74215.0
188.0,38039.0,65181.0
384.0,65082.0,92213.0
148.0,20046.0,38187.0
712.0,29084.0,56193.0
380.0,11037.0,38176.0
186.0,20070.0,38243.0
244.0,29004.0,47160.0
578.0,11038.0,201254.0
316.0,11072.0,38225.0
987.0,29035.0,47177.0
703.0,65055.0,92144.0
572.0,47082.0,65232.0
795.0,29061.0,56183.0
406.0,29041.0,56165.0
504.0,29096.0,47227.0
995.0,38069.0,65226.0
445.0,11085.0,38208.0
174.0,20091.0,47212.0
182.0,38014.0,56159.0
734.0,20051.0,47169.0
39.0,47081.0,74204.0
130.0,11047.0,38198.0
362.0,47053.0,74165.0
278.0,10055.0,182266.0
938.0,11037.0,201198.0
935.0,11036.0,192224.0
12.0,20064.0,47167.0
163.0,20038.0,38167.0
727.0,38090.0,65198.0
625.0,11049.0,201225.0
444.0,11083.0,38227.0
400.0,11099.0,38221.0
29.0,11044.0,38225.0
234.0,38035.0,56187.0
301.0,11076.0,201204.0
987.0,29060.0,56206.0
85.0,11066.0,192244.0
233.0,29038.0,47157.0
208.0,38049.0,65171.0
414.0,20054.0,38220.0
480.0,11034.0,38166.0
711.0,11046.0,192255.0
284.0,38054.0,65186.0
240.0,47062.0,65207.0
61.0,47041.0,65194.0
18.0,10045.0,191199.0
274.0,20018.0,47160.0
697.0,20035.0,38190.0
549.0,11068.0,38219.0
807.0,29052.0,56146.0
560.0,20048.0,38216.0
367.0,20068.0,38256.0
231.0,29021.0,47168.0
353.0,11035.0,38219.0
163.0,11077.0,38221.0
214.0,10010.0,191171.0
618.0,10055.0,191230.0
731.0,56082.0,74190.0
864.0,29113.0,56196.0
831.0,65045.0,83199.0
515.0,29092.0,47198.0
74.0,56061.0,83183.0
447.0,11092.0,38249.0
858.0,20095.0,38248.0
293.0,11065.0,38183.0
190.0,38052.0,65178.0
181.0,83033.0,110160.0
954.0,20096.0,47218.0
884.0,20048.0,38209.0
217.0,29020.0,47153.0
659.0,47055.0,74162.0
943.0,38069.0,65189.0
27.0,11071.0,38209.0
292.0,11047.0,38188.0
658.0,74069.0,101185.0
400.0,65058.0,92162.0
830.0,20053.0,47173.0
669.0,20035.0,38209.0
988.0,29084.0,56201.0
26.0,20057.0,38208.0
829.0,20066.0,47193.0
287.0,10012.0,182228.0
87.0,11077.0,38226.0
511.0,20043.0,47152.0
192.0,11057.0,201242.0
195.0,11010.0,201205.0
91.0,20081.0,38237.0
285.0,20078.0,47198.0
368.0,10010.0,191198.0
993.0,47058.0,74194.0
342.0,29043.0,47143.0
236.0,11059.0,38213.0
630.0,29033.0,47165.0
54.0,20047.0,47184.0
920.0,11068.0,38220.0
803.0,29025.0,47157.0
668.0,11087.0,201228.0
298.0,20083.0,38207.0
865.0,20075.0,38214.0
413.0,20111.0,47224.0
386.0,11071.0,38203.0
174.0,20024.0,47163.0
605.0,11069.0,38221.0
168.0,11071.0,201248.0
845.0,11048.0,38154.0
506.0,20086.0,47208.0
437.0,11049.0,201209.0
929.0,20052.0,47193.0
991.0,29043.0,56149.0
655.0,38041.0,65168.0
798.0,29069.0,47197.0
74.0,65055.0,83167.0
620.0,11049.0,38189.0
750.0,47039.0,74160.0
671.0,20078.0,47205.0
244.0,47049.0,74157.0
766.0,11056.0,201230.0
229.0,10030.0,182256.0
917.0,20039.0,47162.0
476.0,10041.0,182214.0
664.0,47074.0,65232.0
316.0,11063.0,38211.0
74.0,20066.0,47176.0
860.0,29039.0,56167.0
620.0,29018.0,56143.0
380.0,47053.0,74189.0
621.0,10022.0,182170.0
596.0,11048.0,38211.0
653.0,11054.0,192219.0
103.0,11089.0,38224.0
917.0,11035.0,201200.0
298.0,11064.0,38215.0
103.0,20096.0,47204.0
155.0,11066.0,201226.0
250.0,11021.0,201176.0
317.0,20047.0,38183.0
408.0,29091.0,56212.0
675.0,20070.0,47197.0
124.0,38063.0,56200.0
368.0,11030.0,201245.0
626.0,20037.0,47159.0
472.0,11084.0,38215.0
255.0,10990.0,192200.0
616.0,29071.0,56215.0
285.0,20030.0,38203.0
407.0,11052.0,38173.0
312.0,20086.0,47216.0
716.0,38014.0,56180.0
838.0,11040.0,201200.0
712.0,20063.0,38223.0
612.0,47089.0,65224.0
959.0,20040.0,38236.0
696.0,56047.0,74195.0
25.0,20086.0,47197.0
14.0,20075.0,47201.0
376.0,11094.0,38223.0
438.0,29022.0,56164.0
72.0,11094.0,38244.0
358.0,11052.0,201253.0
863.0,11031.0,201172.0
204.0,38051.0,65153.0
190.0,47063.0,65190.0
126.0,20069.0,38221.0
427.0,38058.0,65171.0
271.0,11059.0,38239.0
523.0,11013.0,201216.0
846.0,20075.0,38245.0
530.0,11080.0,38223.0
488.0,20031.0,38208.0
216.0,11098.0,38230.0
505.0,11070.0,38211.0
399.0,11011.0,201183.0
582.0,56057.0,74173.0
186.0,11104.0,38221.0
140.0,29039.0,47169.0
506.0,10997.0,192217.0
554.0,11057.0,38190.0
234.0,29051.0,56168.0
908.0,11061.0,192226.0
13.0,20089.0,47207.0
917.0,20091.0,47213.0
257.0,10031.0,182255.0
98.0,11062.0,192233.0
310.0,38023.0,56166.0
249.0,29037.0,47174.0
710.0,9983.0,182196.0
604.0,11060.0,38204.0
281.0,20015.0,38183.0
408.0,11028.0,192243.0
798.0,20092.0,47201.0
124.0,29068.0,56188.0
803.0,11052.0,38196.0
974.0,11080.0,38228.0
24.0,47099.0,65225.0
989.0,20008.0,47150.0
961.0,11065.0,38198.0
814.0,47021.0,65174.0
14.0,38091.0,65174.0
83.0,29026.0,47173.0
447.0,11053.0,38215.0
679.0,20083.0,38226.0
902.0,11019.0,192206.0
68.0,10055.0,182233.0
27.0,38076.0,56224.0
563.0,38039.0,65167.0
283.0,20031.0,47151.0
799.0,20091.0,47203.0
288.0,11079.0,38234.0
342.0,11003.0,192221.0
784.0,20091.0,47198.0
196.0,20013.0,38179.0
679.0,20036.0,47146.0
709.0,11043.0,201232.0
245.0,11101.0,38240.0
103.0,29072.0,47219.0
613.0,29061.0,47151.0
332.0,20039.0,38195.0
915.0,11046.0,38169.0
812.0,20025.0,47140.0
460.0,29101.0,56211.0
798.0,11032.0,201204.0
163.0,11035.0,38181.0
171.0,20037.0,38230.0
833.0,11027.0,38164.0
917.0,20092.0,47212.0
596.0,20039.0,38196.0
706.0,20040.0,38196.0
762.0,47034.0,65158.0
461.0,20022.0,38201.0
572.0,11047.0,38171.0
670.0,10001.0,182206.0
965.0,38084.0,65208.0
34.0,83042.0,101163.0
179.0,11051.0,192198.0
281.0,20030.0,47149.0
225.0,11065.0,38223.0
948.0,29095.0,56226.0
147.0,20063.0,47179.0
693.0,11061.0,38205.0
515.0,20073.0,47195.0
976.0,20034.0,38180.0
51.0,20040.0,38231.0
312.0,29066.0,56173.0
636.0,38094.0,65208.0
950.0,11089.0,38227.0
904.0,20036.0,47149.0
172.0,56067.0,74185.0
686.0,11055.0,201192.0
426.0,11054.0,38196.0
988.0,10995.0,201160.0
593.0,29079.0,47210.0
797.0,11073.0,38208.0
709.0,11092.0,38229.0
441.0,47066.0,74196.0
217.0,20038.0,47162.0
687.0,29072.0,47204.0
919.0,47094.0,74214.0
228.0,29037.0,47143.0
881.0,20024.0,38176.0
620.0,10027.0,182240.0
845.0,20059.0,47184.0
816.0,29076.0,47210.0
896.0,20079.0,38241.0
688.0,11062.0,38195.0
264.0,38059.0,65197.0
452.0,11024.0,38177.0
854.0,20063.0,38212.0
856.0,11002.0,192222.0
9.0,11032.0,192201.0
231.0,20026.0,47152.0
180.0,20061.0,38226.0
906.0,20042.0,47179.0
489.0,11050.0,38188.0
45.0,11029.0,201226.0
117.0,11061.0,38221.0
109.0,11039.0,201215.0
973.0,29049.0,56174.0
29.0,20044.0,38233.0
308.0,11079.0,38225.0
127.0,10026.0,182223.0
568.0,20058.0,47149.0
741.0,11026.0,38193.0
247.0,65072.0,83224.0
487.0,11072.0,192248.0
341.0,29037.0,56137.0
771.0,11025.0,192179.0
100.0,20047.0,38197.0
106.0,29081.0,56213.0
301.0,38063.0,56177.0
493.0,10012.0,191200.0
388.0,11018.0,38155.0
624.0,11042.0,38204.0
611.0,38077.0,65185.0
743.0,11018.0,201201.0
325.0,20058.0,38215.0
662.0,11058.0,38214.0
380.0,11035.0,38193.0
462.0,47035.0,65181.0
438.0,20069.0,47213.0
193.0,9997.0,182212.0
909.0,28998.0,47170.0
288.0,20093.0,38236.0
583.0,10999.0,192213.0
400.0,20081.0,47219.0
636.0,47060.0,65203.0
25.0,29081.0,47211.0
35.0,29034.0,47172.0
738.0,20077.0,47214.0
984.0,20047.0,47144.0
593.0,11063.0,38191.0
260.0,20045.0,47143.0
938.0,11083.0,38228.0
310.0,38073.0,65198.0
213.0,38056.0,56186.0
870.0,10036.0,182273.0
25.0,11011.0,38179.0
966.0,29065.0,47198.0
145.0,10004.0,182237.0
741.0,20048.0,38186.0
150.0,20064.0,47154.0
623.0,11064.0,201254.0
367.0,20085.0,47208.0
342.0,11080.0,38217.0
395.0,38026.0,56184.0
565.0,20065.0,47180.0
687.0,29098.0,47209.0
868.0,10027.0,182212.0
881.0,20061.0,38208.0
251.0,20074.0,47215.0
315.0,65046.0,92187.0
371.0,29072.0,47199.0
316.0,20051.0,38231.0
35.0,20045.0,47170.0
711.0,11083.0,201243.0
290.0,11025.0,192202.0
920.0,11056.0,38189.0
95.0,20036.0,47190.0
843.0,11047.0,38183.0
817.0,11023.0,38207.0
293.0,20046.0,38182.0
448.0,29050.0,56170.0
286.0,11039.0,192228.0
719.0,47106.0,74226.0
378.0,11011.0,201168.0
525.0,47056.0,65180.0
367.0,29085.0,47206.0
506.0,11042.0,201217.0
808.0,20040.0,38202.0
953.0,20060.0,47190.0
883.0,20071.0,47188.0
553.0,11024.0,201211.0
995.0,20042.0,38193.0
336.0,11085.0,38212.0
310.0,20053.0,47174.0
199.0,47095.0,65235.0
505.0,83098.0,101223.0
120.0,20068.0,47190.0
464.0,11051.0,38204.0
319.0,20044.0,47166.0
466.0,38071.0,56203.0
781.0,11054.0,38195.0
155.0,20049.0,38215.0
863.0,47051.0,65217.0
325.0,29067.0,47191.0
49.0,11079.0,201256.0
965.0,38040.0,56184.0
440.0,11039.0,201175.0
738.0,11031.0,201197.0
741.0,11061.0,201214.0
735.0,38054.0,65168.0
613.0,20057.0,47212.0
196.0,20030.0,47176.0
86.0,11085.0,201228.0
702.0,11041.0,201240.0
224.0,29052.0,47172.0
199.0,10037.0,182207.0
805.0,10046.0,191231.0
158.0,11016.0,201207.0
714.0,11013.0,192186.0
386.0,29023.0,47175.0
434.0,11053.0,38194.0
596.0,38035.0,56183.0
286.0,11061.0,192232.0
729.0,20098.0,38256.0
965.0,29042.0,56175.0
731.0,47097.0,74214.0
609.0,38043.0,56177.0
111.0,11067.0,192273.0
897.0,10050.0,182264.0
133.0,20035.0,38210.0
388.0,11070.0,38216.0
411.0,38093.0,65187.0
764.0,10062.0,191222.0
26.0,47039.0,74166.0
151.0,10010.0,191166.0
275.0,10072.0,182250.0
23.0,47094.0,74221.0
658.0,20066.0,38239.0
332.0,10060.0,182243.0
897.0,20065.0,38203.0
929.0,20067.0,47207.0
247.0,56079.0,83195.0
582.0,10048.0,182223.0
688.0,38103.0,56223.0
799.0,11077.0,38229.0
887.0,10079.0,191224.0
255.0,11040.0,192214.0
411.0,11078.0,38213.0
140.0,20036.0,47160.0
867.0,38099.0,65218.0
463.0,20057.0,38218.0
450.0,20096.0,47211.0
970.0,20029.0,47138.0
441.0,56079.0,74225.0
98.0,29074.0,56208.0
341.0,20067.0,38233.0
792.0,29075.0,56188.0
215.0,20021.0,38182.0
