i0,i1,i2
275.0,20032.0,47153.0
8695.0,20068.0,47184.0
9485.0,38062.0,65187.0
134.0,11077.0,38205.0
8532.0,29054.0,56158.0
6328.0,47005.0,74155.0
5705.0,20051.0,38220.0
234.0,38082.0,65178.0
6219.0,11063.0,38206.0
5662.0,29055.0,47207.0
1576.0,11036.0,38208.0
51.0,11016.0,192218.0
7492.0,11031.0,38169.0
9096.0,10010.0,182197.0
566.0,10024.0,191181.0
6961.0,11030.0,192237.0
5445.0,11049.0,38218.0
3872.0,11078.0,38206.0
3098.0,20064.0,47175.0
7898.0,83059.0,101215.0
492.0,20054.0,38219.0
6057.0,11081.0,38257.0
8837.0,11077.0,38228.0
2732.0,11059.0,38202.0
5418.0,10997.0,192205.0
8864.0,11044.0,38191.0
1856.0,20065.0,38234.0
3100.0,11058.0,38182.0
5798.0,38039.0,56188.0
4210.0,10000.0,182186.0
4287.0,11067.0,38211.0
3549.0,20098.0,38231.0
4174.0,10018.0,191168.0
42.0,11031.0,201197.0
5155.0,29044.0,56142.0
5643.0,29081.0,56181.0
2335.0,11030.0,201212.0
7071.0,11009.0,201206.0
4064.0,47010.0,65169.0
8500.0,11040.0,38159.0
3704.0,20089.0,38218.0
1579.0,47087.0,74192.0
7442.0,38041.0,56175.0
6396.0,20024.0,38224.0
2146.0,38063.0,65196.0
7362.0,11033.0,201199.0
9486.0,20045.0,47160.0
6955.0,10011.0,182196.0
4909.0,11089.0,38215.0
1565.0,20062.0,38243.0
688.0,20016.0,47131.0
6599.0,29060.0,56187.0
3536.0,29058.0,47207.0
9900.0,10045.0,182246.0
3939.0,11006.0,201204.0
2645.0,56070.0,83195.0
5464.0,10049.0,182241.0
8315.0,38079.0,56201.0
4710.0,38035.0,56208.0
3008.0,47061.0,74186.0
2058.0,20047.0,47211.0
424.0,65068.0,83199.0
5346.0,11078.0,38221.0
2986.0,20059.0,38197.0
2351.0,10025.0,182220.0
410.0,29034.0,56169.0
9227.0,20030.0,38177.0
9872.0,56057.0,74225.0
566.0,20041.0,38177.0
9385.0,83081.0,110186.0
407.0,83058.0,101234.0
8519.0,20045.0,47159.0
7603.0,11069.0,38211.0
9147.0,11071.0,38206.0
3320.0,20099.0,47180.0
3363.0,11010.0,192236.0
6356.0,56040.0,74154.0
4874.0,20019.0,47152.0
1310.0,20067.0,38212.0
137.0,29083.0,47231.0
9569.0,101044.0,119172.0
6193.0,10023.0,191164.0
8463.0,20043.0,47166.0
5890.0,11037.0,38206.0
3403.0,11066.0,38169.0
4708.0,10046.0,182214.0
9211.0,20067.0,47199.0
1994.0,29062.0,56167.0
9666.0,11015.0,201198.0
5180.0,11076.0,38246.0
495.0,11015.0,201208.0
6679.0,20053.0,47189.0
220.0,11068.0,38194.0
1940.0,47036.0,74162.0
4082.0,20044.0,38207.0
1914.0,20050.0,47190.0
892.0,38066.0,56223.0
8648.0,11072.0,38199.0
1419.0,29073.0,47204.0
2969.0,20098.0,47215.0
7335.0,11020.0,38189.0
3008.0,20038.0,38203.0
1121.0,29067.0,56181.0
7108.0,38060.0,56199.0
5632.0,11041.0,38177.0
7873.0,11051.0,38211.0
1289.0,20037.0,47164.0
7842.0,20041.0,47173.0
545.0,11067.0,201252.0
884.0,38060.0,65171.0
7324.0,47080.0,74178.0
7463.0,11021.0,38157.0
7325.0,38039.0,65139.0
7201.0,56084.0,83188.0
8514.0,11048.0,38178.0
397.0,20042.0,38190.0
3341.0,11055.0,201254.0
3402.0,20059.0,38229.0
2228.0,20040.0,47139.0
9385.0,38084.0,65179.0
7674.0,11037.0,38198.0
8034.0,11017.0,201229.0
3878.0,11041.0,192222.0
8000.0,10009.0,191169.0
5379.0,29081.0,56217.0
554.0,29043.0,56179.0
4324.0,20050.0,47144.0
7302.0,11061.0,38180.0
996.0,11035.0,192228.0
1287.0,20066.0,38245.0
7965.0,20040.0,47159.0
9555.0,10057.0,182269.0
681.0,38056.0,65178.0
8738.0,11038.0,201241.0
1551.0,29058.0,47165.0
3100.0,20077.0,47202.0
4086.0,29065.0,47178.0
8549.0,20025.0,38199.0
4076.0,11067.0,201261.0
418.0,11030.0,201222.0
3863.0,20086.0,38230.0
1250.0,29046.0,47177.0
7788.0,11043.0,201237.0
1849.0,20100.0,47233.0
8634.0,20036.0,47155.0
6173.0,20080.0,47169.0
9661.0,47056.0,65183.0
4599.0,20083.0,47188.0
7426.0,20052.0,38247.0
5726.0,11043.0,38187.0
6506.0,11058.0,201212.0
5082.0,11089.0,38242.0
7974.0,38076.0,65171.0
4474.0,11064.0,38207.0
1495.0,11066.0,201262.0
1999.0,11038.0,38167.0
648.0,20039.0,38205.0
2901.0,65073.0,83188.0
1244.0,10997.0,192174.0
6870.0,38029.0,65166.0
516.0,20050.0,47187.0
2437.0,10020.0,182221.0
3627.0,10025.0,182197.0
4965.0,10042.0,182234.0
9510.0,11052.0,38206.0
1483.0,11064.0,38179.0
331.0,11012.0,201179.0
4657.0,29072.0,47227.0
8720.0,38089.0,56222.0
815.0,65044.0,83199.0
8715.0,20096.0,47194.0
1016.0,29045.0,47190.0
1045.0,11028.0,38166.0
6011.0,11081.0,38189.0
6691.0,20083.0,38239.0
1437.0,11090.0,38223.0
8328.0,29070.0,56206.0
7164.0,38055.0,56174.0
1349.0,20028.0,38165.0
9071.0,29029.0,47168.0
426.0,11003.0,192220.0
5831.0,20034.0,38195.0
612.0,56080.0,83209.0
9555.0,47070.0,65211.0
3473.0,128095.0,155201.0
6396.0,38056.0,65161.0
2870.0,10036.0,182218.0
6896.0,11045.0,38163.0
4165.0,20093.0,47223.0
7547.0,29056.0,47160.0
1702.0,11066.0,38220.0
8383.0,11041.0,38204.0
8230.0,11068.0,192278.0
7890.0,10055.0,191213.0
2145.0,65063.0,83216.0
6543.0,47054.0,65153.0
8930.0,29048.0,56166.0
9093.0,20085.0,47209.0
3734.0,11040.0,201196.0
4101.0,11071.0,38206.0
9071.0,38030.0,56174.0
5549.0,20043.0,47171.0
5572.0,38064.0,65172.0
6632.0,20055.0,38186.0
8032.0,11076.0,38218.0
1779.0,11059.0,201235.0
9591.0,38082.0,65202.0
8510.0,20028.0,38185.0
1722.0,11049.0,38181.0
892.0,47058.0,65215.0
3517.0,11073.0,38210.0
8340.0,29052.0,56211.0
817.0,47089.0,74196.0
9596.0,38067.0,65174.0
2337.0,11027.0,201228.0
5402.0,11062.0,38212.0
6777.0,10025.0,182245.0
4703.0,11069.0,38192.0
7510.0,11026.0,38172.0
4789.0,29083.0,47213.0
19.0,20058.0,47183.0
38.0,20042.0,38222.0
8982.0,20020.0,38178.0
4094.0,11023.0,38177.0
7199.0,29036.0,47177.0
8062.0,11059.0,201231.0
5060.0,20060.0,47199.0
1271.0,29081.0,56174.0
2962.0,38063.0,56173.0
3600.0,65047.0,83187.0
2051.0,10058.0,191233.0
6417.0,29051.0,47235.0
1719.0,11079.0,38216.0
9516.0,83057.0,110187.0
5837.0,9987.0,182179.0
7544.0,20055.0,38230.0
2157.0,20078.0,47179.0
9789.0,20038.0,47156.0
8720.0,47098.0,65230.0
2222.0,20072.0,47191.0
7901.0,47055.0,65176.0
1225.0,20089.0,47182.0
4415.0,38053.0,56171.0
6104.0,20086.0,47212.0
1849.0,11076.0,38218.0
7101.0,11017.0,201197.0
8290.0,10036.0,182240.0
8602.0,11056.0,38163.0
3574.0,10039.0,191227.0
6599.0,11057.0,38195.0
2477.0,11046.0,201226.0
7998.0,11043.0,201205.0
9078.0,29051.0,56183.0
3646.0,10982.0,192214.0
5596.0,20032.0,47157.0
2694.0,11055.0,38212.0
7928.0,65021.0,83166.0
7831.0,37989.0,56146.0
3785.0,29049.0,56147.0
2370.0,20044.0,47157.0
3348.0,47031.0,74149.0
1298.0,11043.0,38180.0
5108.0,47048.0,74171.0
4747.0,20076.0,47184.0
3711.0,11012.0,201178.0
1156.0,11052.0,38206.0
545.0,11017.0,201218.0
245.0,29036.0,47169.0
3822.0,11078.0,38197.0
878.0,20062.0,38227.0
6871.0,20072.0,47194.0
934.0,20077.0,47203.0
4578.0,83072.0,110189.0
9789.0,11031.0,38173.0
7810.0,10027.0,191200.0
2250.0,38045.0,65182.0
3355.0,29065.0,56203.0
9463.0,11040.0,38177.0
2041.0,20030.0,38207.0
9720.0,11018.0,192217.0
7905.0,11058.0,38175.0
2908.0,10018.0,182207.0
3326.0,20050.0,38195.0
589.0,29020.0,47195.0
4854.0,11051.0,192231.0
2967.0,47061.0,65202.0
7674.0,29050.0,47180.0
5848.0,20067.0,47191.0
2799.0,11036.0,38182.0
7199.0,56073.0,83189.0
6453.0,29075.0,47226.0
2887.0,11075.0,38222.0
9786.0,20032.0,47168.0
4246.0,11072.0,38230.0
3986.0,11038.0,38183.0
6148.0,11082.0,38225.0
6455.0,11029.0,38175.0
6920.0,10048.0,191205.0
6035.0,38061.0,65151.0
4143.0,38074.0,65183.0
3851.0,29090.0,56188.0
7806.0,11043.0,201231.0
4369.0,29057.0,56183.0
9591.0,47020.0,74143.0
421.0,11069.0,38221.0
1118.0,20074.0,38214.0
612.0,56055.0,74194.0
8980.0,20082.0,47213.0
3348.0,65040.0,83195.0
9682.0,47060.0,74171.0
1706.0,56068.0,74197.0
1099.0,11083.0,38227.0
2699.0,20044.0,38179.0
1534.0,11033.0,38170.0
2839.0,11027.0,38161.0
8761.0,20044.0,47160.0
2916.0,20053.0,38207.0
6450.0,11047.0,201251.0
2650.0,11103.0,38221.0
8248.0,11038.0,192234.0
5745.0,11003.0,201192.0
4764.0,11044.0,38181.0
3020.0,83089.0,110196.0
8398.0,20032.0,38169.0
9464.0,10017.0,182215.0
3894.0,11038.0,38182.0
7955.0,20047.0,47160.0
5323.0,74039.0,101145.0
6870.0,20073.0,38233.0
1534.0,47042.0,74161.0
4578.0,47078.0,74190.0
3281.0,29078.0,47235.0
3005.0,29054.0,47199.0
8677.0,10036.0,182236.0
6955.0,11017.0,38167.0
683.0,20041.0,47144.0
3848.0,11083.0,38205.0
1310.0,11072.0,38219.0
9447.0,56074.0,74186.0
1583.0,11016.0,192188.0
9218.0,20048.0,47173.0
7957.0,20052.0,47173.0
1450.0,47020.0,65156.0
2430.0,29090.0,56220.0
2513.0,20045.0,38208.0
1651.0,10063.0,191214.0
5991.0,38037.0,56202.0
3064.0,20006.0,38194.0
7226.0,29044.0,56136.0
8871.0,47039.0,65192.0
6333.0,11041.0,38173.0
227.0,65059.0,83210.0
3976.0,20059.0,47170.0
9204.0,47002.0,65154.0
7720.0,47048.0,74174.0
9804.0,20034.0,38202.0
4921.0,29068.0,47202.0
9548.0,20020.0,38203.0
8720.0,20095.0,47223.0
2986.0,65063.0,92168.0
9896.0,38091.0,65200.0
3543.0,65044.0,83172.0
9220.0,47028.0,65166.0
3318.0,128057.0,146183.0
9599.0,38034.0,56193.0
126.0,20072.0,38229.0
3395.0,29062.0,47207.0
6525.0,29030.0,56161.0
5997.0,11058.0,38195.0
7049.0,38027.0,56185.0
7077.0,29046.0,56181.0
5060.0,101064.0,128193.0
7767.0,11052.0,38192.0
5802.0,20058.0,38195.0
9747.0,10017.0,182241.0
2710.0,20076.0,38254.0
5916.0,11047.0,38169.0
8068.0,11031.0,38178.0
6297.0,11033.0,38212.0
633.0,11063.0,38227.0
4345.0,38064.0,56231.0
5813.0,10035.0,182273.0
8463.0,29045.0,47159.0
5921.0,20083.0,47193.0
4408.0,11047.0,38188.0
826.0,20061.0,47180.0
5973.0,11039.0,38167.0
2653.0,11069.0,38198.0
1662.0,29088.0,56190.0
3975.0,38005.0,56149.0
2450.0,38060.0,56190.0
2106.0,11033.0,201261.0
7297.0,10047.0,182234.0
5231.0,47033.0,74148.0
5323.0,20021.0,47129.0
115.0,29046.0,47176.0
7225.0,11076.0,38228.0
8585.0,11045.0,38199.0
3400.0,38066.0,56212.0
9706.0,38081.0,56217.0
646.0,10032.0,182247.0
3976.0,20082.0,38240.0
8170.0,20070.0,38211.0
2825.0,29057.0,56172.0
4693.0,38049.0,56167.0
5045.0,20094.0,47205.0
8849.0,29046.0,56157.0
6087.0,10026.0,191184.0
379.0,29000.0,47171.0
1779.0,11020.0,201197.0
4149.0,11084.0,38207.0
6888.0,11074.0,38206.0
428.0,38060.0,56184.0
7193.0,11060.0,38186.0
5071.0,38065.0,65193.0
1635.0,10032.0,182245.0
8243.0,20027.0,38199.0
3362.0,11109.0,38247.0
1709.0,20053.0,47176.0
4582.0,10021.0,182234.0
72.0,65052.0,92191.0
3303.0,11103.0,38218.0
7431.0,65036.0,83158.0
7091.0,11041.0,201234.0
7252.0,20043.0,38169.0
7569.0,11010.0,192204.0
67.0,11059.0,38195.0
5442.0,11047.0,201223.0
3384.0,11041.0,192212.0
4674.0,20065.0,38224.0
4963.0,20019.0,38210.0
4147.0,29030.0,56148.0
4863.0,29052.0,47219.0
441.0,47043.0,74160.0
632.0,19982.0,38210.0
8646.0,20082.0,47183.0
142.0,11043.0,38178.0
7144.0,11028.0,201186.0
9509.0,29017.0,56153.0
935.0,20045.0,38209.0
6812.0,29000.0,56168.0
8553.0,20044.0,47170.0
7209.0,11073.0,38225.0
7336.0,11052.0,38196.0
4408.0,11023.0,192218.0
6035.0,29039.0,47209.0
2001.0,10021.0,182225.0
7901.0,56042.0,74155.0
8744.0,20063.0,38213.0
115.0,29051.0,56174.0
1764.0,11070.0,201224.0
1063.0,11065.0,38238.0
1940.0,29042.0,47174.0
2200.0,11010.0,192213.0
9074.0,11052.0,201199.0
2147.0,47048.0,74160.0
1535.0,10034.0,182215.0
7266.0,29063.0,56160.0
7492.0,11019.0,38172.0
9542.0,20018.0,38186.0
560.0,20052.0,38193.0
995.0,20055.0,47194.0
8842.0,10032.0,182230.0
1449.0,20025.0,38197.0
5649.0,20040.0,47167.0
968.0,38080.0,56203.0
7398.0,11082.0,201248.0
2927.0,29077.0,47209.0
6357.0,20064.0,38241.0
2738.0,11104.0,38215.0
9737.0,29032.0,56183.0
1644.0,47081.0,65210.0
1833.0,11066.0,38227.0
365.0,10017.0,191176.0
1649.0,11072.0,38212.0
6875.0,29037.0,56172.0
8489.0,29058.0,47178.0
7771.0,29040.0,56175.0
6509.0,29055.0,47197.0
9712.0,56039.0,83150.0
2690.0,11036.0,38185.0
8541.0,11047.0,38178.0
4090.0,11065.0,38213.0
4147.0,38013.0,56149.0
265.0,20016.0,38199.0
7541.0,47072.0,74198.0
3064.0,11022.0,38160.0
5010.0,11037.0,38189.0
5060.0,83070.0,101196.0
5558.0,9998.0,191206.0
5528.0,38060.0,56220.0
4150.0,38086.0,65178.0
6925.0,10061.0,182229.0
782.0,65062.0,83184.0
882.0,11046.0,38178.0
2272.0,20064.0,47183.0
8892.0,11079.0,201230.0
5675.0,11055.0,38235.0
2272.0,29053.0,47156.0
51.0,11075.0,38219.0
4655.0,10036.0,191195.0
5130.0,11000.0,201206.0
4518.0,11048.0,38174.0
2313.0,29009.0,47167.0
2689.0,20028.0,47141.0
3644.0,56065.0,74204.0
7819.0,29037.0,47177.0
2047.0,29030.0,47212.0
3462.0,20063.0,38238.0
6444.0,10014.0,182227.0
7751.0,20070.0,47176.0
2492.0,47072.0,74208.0
5682.0,20043.0,47146.0
2303.0,20012.0,38195.0
34.0,20020.0,38187.0
6894.0,38047.0,56172.0
764.0,11071.0,38190.0
9905.0,11068.0,38195.0
3795.0,11045.0,38166.0
9491.0,11065.0,38200.0
9204.0,29027.0,47158.0
8551.0,56055.0,83189.0
3818.0,56072.0,83173.0
1529.0,11041.0,192229.0
3659.0,11049.0,192192.0
7630.0,38010.0,56145.0
1932.0,20080.0,47195.0
1564.0,11025.0,38206.0
184.0,20084.0,47191.0
2604.0,11032.0,38188.0
7269.0,65074.0,92195.0
5638.0,20026.0,38177.0
8253.0,47027.0,65181.0
893.0,11088.0,38225.0
3008.0,56071.0,83160.0
8676.0,11063.0,38221.0
7486.0,65086.0,92190.0
4370.0,65042.0,83186.0
8344.0,11042.0,38178.0
2416.0,29071.0,47215.0
4150.0,20076.0,47194.0
9938.0,11040.0,201226.0
4909.0,20063.0,38247.0
5056.0,9996.0,182222.0
5758.0,11020.0,38179.0
709.0,20083.0,47178.0
9447.0,20047.0,38195.0
9463.0,38047.0,65157.0
9942.0,20056.0,47166.0
6148.0,20086.0,47211.0
3936.0,11028.0,201223.0
7626.0,11072.0,38210.0
5405.0,11025.0,38162.0
2361.0,20021.0,38177.0
817.0,56059.0,74218.0
3160.0,29018.0,47160.0
9997.0,11072.0,38211.0
8373.0,11063.0,38216.0
4139.0,11030.0,192231.0
9783.0,38087.0,65194.0
7232.0,20033.0,38192.0
7467.0,10034.0,182238.0
3891.0,20040.0,38203.0
9396.0,56119.0,83205.0
6459.0,11097.0,38223.0
782.0,65050.0,92204.0
2442.0,29007.0,47151.0
3244.0,38034.0,65150.0
1440.0,11057.0,38192.0
8259.0,47036.0,74157.0
5987.0,29011.0,47145.0
8755.0,20054.0,38191.0
7502.0,47052.0,74160.0
7978.0,11051.0,38202.0
424.0,29069.0,56197.0
2850.0,29055.0,47181.0
1726.0,38024.0,65152.0
2905.0,10994.0,192230.0
9712.0,20036.0,47138.0
7594.0,20062.0,38230.0
5592.0,11020.0,201221.0
4499.0,20067.0,38197.0
4771.0,38041.0,65147.0
1614.0,29081.0,56187.0
3399.0,20024.0,38182.0
5833.0,11079.0,38216.0
5523.0,20032.0,38177.0
8610.0,11094.0,38227.0
2000.0,10067.0,182224.0
6856.0,11075.0,38212.0
4476.0,11046.0,38193.0
9208.0,11042.0,201225.0
879.0,20019.0,38183.0
8239.0,38048.0,56219.0
4820.0,56020.0,74202.0
3318.0,74066.0,101193.0
4260.0,20071.0,47177.0
472.0,29019.0,47153.0
1483.0,20050.0,47167.0
9125.0,20020.0,38190.0
7540.0,11008.0,38156.0
9318.0,11063.0,38211.0
5392.0,11041.0,192242.0
9616.0,20064.0,38227.0
9916.0,10049.0,182232.0
6069.0,20090.0,38236.0
4877.0,20068.0,38202.0
8782.0,10051.0,182217.0
9968.0,20058.0,47215.0
2862.0,29066.0,47193.0
2941.0,11034.0,38206.0
5109.0,38054.0,65188.0
8985.0,20074.0,38213.0
3706.0,20040.0,38239.0
5065.0,38068.0,65205.0
6060.0,20053.0,38235.0
7445.0,20046.0,47173.0
7336.0,20041.0,38205.0
1050.0,11025.0,38147.0
9048.0,10020.0,182223.0
7419.0,56074.0,74200.0
4433.0,11051.0,38185.0
3687.0,20051.0,38198.0
9877.0,11087.0,38207.0
2505.0,20016.0,47138.0
6732.0,38061.0,65172.0
2648.0,11028.0,201165.0
4571.0,29069.0,47210.0
9805.0,29069.0,47206.0
5828.0,11007.0,192212.0
3098.0,29065.0,56174.0
6732.0,47049.0,65201.0
2419.0,11048.0,38207.0
7663.0,20041.0,38193.0
3102.0,10031.0,182262.0
5033.0,56045.0,83149.0
6566.0,11034.0,201222.0
1031.0,10023.0,182264.0
5523.0,11068.0,38223.0
9970.0,11021.0,201191.0
2810.0,11049.0,38190.0
5030.0,11055.0,201227.0
4661.0,10044.0,191207.0
7749.0,11060.0,38200.0
2904.0,11078.0,201220.0
6756.0,11052.0,201204.0
4478.0,11048.0,38151.0
1573.0,29044.0,56149.0
5468.0,11041.0,201196.0
638.0,56088.0,74207.0
2903.0,20032.0,47176.0
5598.0,11017.0,201182.0
9577.0,11026.0,38163.0
5082.0,29076.0,56210.0
2989.0,11062.0,201200.0
6399.0,20076.0,47207.0
5145.0,65024.0,92152.0
1220.0,20044.0,38179.0
6065.0,20092.0,47219.0
5033.0,11039.0,38187.0
2504.0,20067.0,47204.0
2944.0,29049.0,47177.0
6866.0,29028.0,47163.0
2233.0,11062.0,38216.0
8328.0,38087.0,65180.0
5176.0,20053.0,38194.0
5642.0,29049.0,56197.0
3794.0,11074.0,38203.0
1519.0,11063.0,38183.0
7110.0,11050.0,38219.0
8102.0,38066.0,65175.0
4591.0,29030.0,47183.0
8211.0,11066.0,38216.0
6146.0,11080.0,201236.0
6063.0,38087.0,65202.0
1709.0,47014.0,65160.0
8217.0,20046.0,47183.0
8680.0,20039.0,47179.0
254.0,11043.0,192245.0
6718.0,20030.0,38211.0
2313.0,20036.0,38208.0
5980.0,20038.0,38224.0
4299.0,20044.0,38209.0
8043.0,11025.0,192237.0
3521.0,11067.0,38189.0
593.0,20081.0,47181.0
2523.0,20045.0,38200.0
7223.0,20081.0,38193.0
2743.0,10053.0,182219.0
7185.0,11034.0,201210.0
1614.0,29051.0,47207.0
1505.0,11019.0,38164.0
4852.0,11081.0,38198.0
1918.0,20094.0,47200.0
676.0,11080.0,38208.0
2591.0,20083.0,38235.0
3564.0,11017.0,201181.0
409.0,9998.0,182189.0
4969.0,56058.0,74197.0
8321.0,11071.0,38227.0
1691.0,11053.0,38202.0
6126.0,11017.0,201196.0
3715.0,11006.0,192222.0
6153.0,20073.0,47214.0
4542.0,10041.0,191213.0
6537.0,38100.0,65190.0
6854.0,10031.0,182218.0
7942.0,11087.0,38225.0
2254.0,11031.0,192226.0
4339.0,20037.0,38233.0
2258.0,11074.0,38216.0
9.0,11016.0,192211.0
9849.0,20076.0,38239.0
4472.0,11065.0,38180.0
8150.0,20044.0,47182.0
7135.0,10981.0,192221.0
2505.0,47055.0,65200.0
2125.0,29068.0,56198.0
235.0,10078.0,182236.0
3463.0,20023.0,47156.0
9712.0,65009.0,92143.0
3811.0,11043.0,38183.0
521.0,20062.0,47197.0
2310.0,11052.0,38194.0
57.0,10038.0,191195.0
9122.0,20095.0,47196.0
9725.0,20057.0,38242.0
3724.0,38097.0,65204.0
4137.0,10991.0,192217.0
7747.0,29044.0,56157.0
5379.0,11011.0,201167.0
7269.0,47068.0,65170.0
915.0,20046.0,38234.0
3008.0,20057.0,47174.0
968.0,11080.0,38231.0
5958.0,10056.0,182216.0
8271.0,11058.0,38205.0
3345.0,20093.0,47205.0
7050.0,20085.0,47189.0
