i0,i1,i2,i3
5982.0,2191.0,51.0,182180.0
9940.0,5079.0,72.0,182211.0
3196.0,9404.0,1057.0,201193.0
5500.0,7476.0,62.0,191159.0
2167.0,3808.0,1054.0,192183.0
4494.0,6549.0,1087.0,192202.0
2446.0,6037.0,73.0,191171.0
7782.0,1207.0,51.0,182204.0
7144.0,4367.0,1044.0,201159.0
4665.0,2243.0,1107.0,201215.0
3831.0,7106.0,43.0,182158.0
7673.0,6527.0,1086.0,201206.0
1820.0,8005.0,1049.0,201172.0
5832.0,7464.0,1063.0,201164.0
3429.0,9553.0,75.0,191162.0
4783.0,6501.0,1084.0,201163.0
9261.0,2861.0,1.0,182168.0
9688.0,9749.0,1066.0,201193.0
3792.0,5061.0,1107.0,201215.0
1532.0,6540.0,59.0,182138.0
525.0,5015.0,1080.0,192236.0
3059.0,9261.0,1082.0,201219.0
4238.0,5758.0,1110.0,201219.0
6251.0,1407.0,1042.0,201186.0
4121.0,7102.0,88.0,182167.0
1007.0,9140.0,1095.0,201210.0
8546.0,2082.0,86.0,191169.0
1552.0,9450.0,1077.0,201207.0
6971.0,403.0,1060.0,201170.0
7199.0,824.0,1060.0,201178.0
4971.0,8871.0,55.0,182195.0
5953.0,889.0,1095.0,201198.0
2279.0,4066.0,1091.0,201172.0
9107.0,490.0,1094.0,201177.0
4878.0,5769.0,1060.0,201127.0
2008.0,1635.0,1062.0,201198.0
3340.0,597.0,1079.0,201175.0
7152.0,4146.0,1100.0,192235.0
1157.0,8253.0,1090.0,201203.0
2912.0,1419.0,1018.0,201161.0
1105.0,2293.0,1068.0,201170.0
9100.0,1164.0,1097.0,201216.0
9760.0,1205.0,1106.0,192202.0
2384.0,2231.0,1058.0,201181.0
6049.0,5428.0,1078.0,201189.0
3467.0,1719.0,1040.0,201183.0
2000.0,4794.0,98.0,182193.0
8658.0,2446.0,1041.0,201161.0
4671.0,213.0,1074.0,201186.0
3279.0,4689.0,1047.0,192183.0
409.0,3733.0,22.0,182155.0
8296.0,8164.0,1043.0,192162.0
9536.0,4522.0,1038.0,201149.0
2217.0,8837.0,1092.0,201187.0
8041.0,2119.0,1096.0,192222.0
5179.0,3934.0,1032.0,201186.0
3749.0,2125.0,50.0,182197.0
2389.0,1061.0,1070.0,192175.0
2199.0,6072.0,1095.0,201176.0
8746.0,7429.0,1046.0,192177.0
7602.0,9898.0,33.0,182131.0
440.0,5672.0,1091.0,201217.0
552.0,8322.0,68.0,182192.0
3201.0,4538.0,45.0,191148.0
2655.0,4535.0,1071.0,201172.0
9856.0,5206.0,1104.0,201230.0
4408.0,5649.0,1050.0,192171.0
5776.0,6434.0,1035.0,201136.0
458.0,1356.0,1053.0,201169.0
7050.0,6768.0,1062.0,201177.0
6121.0,1116.0,1077.0,201210.0
5644.0,9599.0,1032.0,192187.0
5418.0,9511.0,1051.0,201167.0
2963.0,9240.0,1101.0,201217.0
4074.0,2807.0,1054.0,192198.0
9075.0,931.0,45.0,191129.0
4170.0,4925.0,1072.0,192205.0
6049.0,1060.0,84.0,182218.0
4459.0,9458.0,1101.0,201195.0
7465.0,268.0,1038.0,201132.0
8984.0,8053.0,103.0,191176.0
1012.0,9298.0,1046.0,201159.0
2104.0,4374.0,81.0,182203.0
2136.0,8918.0,1032.0,192166.0
5889.0,80.0,1069.0,192220.0
6646.0,3059.0,1047.0,192185.0
6672.0,7911.0,94.0,182208.0
2822.0,4594.0,70.0,182211.0
4686.0,1654.0,1074.0,192193.0
139.0,4060.0,1031.0,201163.0
6321.0,934.0,89.0,191157.0
7152.0,9548.0,1080.0,201189.0
2778.0,8740.0,1058.0,201141.0
8079.0,8664.0,67.0,182214.0
2960.0,1785.0,1063.0,201153.0
9544.0,7763.0,1046.0,201175.0
9476.0,8627.0,1047.0,201169.0
931.0,4410.0,1070.0,201170.0
2613.0,4357.0,1047.0,201156.0
4280.0,6160.0,70.0,182213.0
5117.0,3040.0,98.0,191169.0
3115.0,6520.0,1027.0,192165.0
8560.0,4425.0,1065.0,201165.0
3084.0,4844.0,1043.0,192189.0
177.0,6670.0,93.0,191195.0
4029.0,6721.0,34.0,182166.0
9471.0,9939.0,1080.0,192195.0
4658.0,1716.0,1065.0,192229.0
9187.0,5803.0,55.0,182190.0
8672.0,1404.0,1087.0,201200.0
2713.0,7725.0,81.0,182213.0
9224.0,3564.0,1088.0,201195.0
6366.0,1985.0,1092.0,201215.0
6723.0,5829.0,1087.0,201226.0
89.0,9689.0,1043.0,192193.0
8720.0,9263.0,1032.0,201133.0
51.0,6616.0,1049.0,201168.0
2372.0,4900.0,72.0,182197.0
6787.0,7954.0,1053.0,201178.0
2820.0,6344.0,1101.0,201206.0
9213.0,7426.0,62.0,191179.0
8522.0,2706.0,1035.0,201145.0
7781.0,3584.0,1050.0,192196.0
3558.0,1009.0,57.0,182234.0
6234.0,3923.0,1098.0,201187.0
1901.0,44.0,57.0,191147.0
1506.0,3119.0,45.0,191140.0
1050.0,4364.0,1018.0,201170.0
6687.0,7347.0,1108.0,201219.0
4631.0,1775.0,1082.0,201210.0
4860.0,901.0,1058.0,192190.0
3627.0,5795.0,102.0,191188.0
7106.0,9346.0,95.0,182218.0
9594.0,53.0,1036.0,201155.0
6830.0,2807.0,78.0,191189.0
3250.0,1312.0,59.0,182221.0
9897.0,2335.0,1054.0,201168.0
8060.0,8614.0,1098.0,192234.0
2143.0,663.0,1039.0,201170.0
3962.0,2296.0,1018.0,192148.0
3761.0,6684.0,1024.0,201152.0
2303.0,2124.0,64.0,182197.0
1062.0,9300.0,47.0,182200.0
1970.0,5558.0,1071.0,192187.0
5652.0,9431.0,1022.0,192197.0
4012.0,2631.0,74.0,182204.0
2476.0,1911.0,30.0,182184.0
3544.0,1806.0,1059.0,192179.0
5764.0,1926.0,1087.0,201206.0
7425.0,2934.0,58.0,182185.0
331.0,605.0,1034.0,201150.0
2611.0,5127.0,1037.0,192157.0
8216.0,9281.0,1047.0,201187.0
1469.0,1654.0,91.0,191204.0
3035.0,2051.0,1102.0,192219.0
8290.0,2449.0,1085.0,192201.0
1351.0,6654.0,1078.0,192211.0
5394.0,6235.0,100.0,191184.0
1430.0,9036.0,62.0,182226.0
16.0,9647.0,44.0,182143.0
3137.0,3917.0,24.0,191140.0
5952.0,4788.0,73.0,182217.0
5326.0,345.0,97.0,191187.0
5430.0,4673.0,1076.0,201189.0
1641.0,4752.0,1100.0,201206.0
9155.0,6561.0,1073.0,201165.0
4411.0,2112.0,1093.0,201201.0
1743.0,5768.0,1045.0,201134.0
805.0,7344.0,1074.0,201153.0
4433.0,9176.0,53.0,191156.0
5830.0,8178.0,74.0,191143.0
5130.0,662.0,1074.0,192222.0
6539.0,4886.0,1039.0,192182.0
2005.0,1730.0,95.0,182242.0
840.0,1325.0,1088.0,201183.0
2191.0,5982.0,1056.0,201177.0
7011.0,7387.0,1085.0,201223.0
7034.0,2478.0,1084.0,201177.0
8233.0,4982.0,1026.0,201142.0
8559.0,3878.0,1067.0,201168.0
658.0,9941.0,1042.0,192202.0
6407.0,5666.0,60.0,182175.0
2334.0,4343.0,1076.0,192211.0
8352.0,8980.0,78.0,191178.0
4767.0,4870.0,1084.0,201206.0
8269.0,1853.0,30.0,191123.0
7121.0,4731.0,69.0,182192.0
9041.0,451.0,1061.0,201190.0
9453.0,2274.0,1048.0,201161.0
8395.0,3800.0,1080.0,192248.0
9079.0,7736.0,1100.0,201182.0
4558.0,6188.0,1094.0,201217.0
7182.0,5376.0,1075.0,201182.0
9071.0,1410.0,45.0,182178.0
3130.0,6792.0,85.0,191202.0
7879.0,3942.0,1056.0,201164.0
2500.0,5090.0,1069.0,201184.0
7359.0,3102.0,1087.0,201189.0
4358.0,9629.0,1064.0,201190.0
2582.0,9323.0,102.0,191193.0
3386.0,5258.0,56.0,182174.0
3875.0,6181.0,103.0,191179.0
4576.0,7396.0,1041.0,192181.0
777.0,4298.0,96.0,191180.0
4626.0,2188.0,1035.0,201141.0
2441.0,3610.0,55.0,191159.0
8055.0,2707.0,1044.0,192206.0
6489.0,1224.0,1023.0,192147.0
4433.0,9176.0,26.0,182160.0
2344.0,752.0,1032.0,192144.0
9579.0,1397.0,1043.0,192179.0
6003.0,2916.0,1043.0,192167.0
1061.0,9557.0,1065.0,192199.0
363.0,6575.0,1045.0,201173.0
1572.0,5619.0,69.0,182217.0
6608.0,1373.0,1061.0,192189.0
8181.0,3176.0,1074.0,201192.0
9037.0,536.0,65.0,191166.0
1616.0,5781.0,83.0,191176.0
2579.0,9507.0,1090.0,201180.0
6918.0,272.0,1081.0,201218.0
5753.0,8405.0,1060.0,201162.0
6293.0,3859.0,1078.0,192216.0
1883.0,7877.0,1029.0,192180.0
4721.0,8186.0,1048.0,201159.0
3459.0,5387.0,1032.0,201146.0
617.0,8477.0,90.0,182228.0
6425.0,6967.0,1093.0,201214.0
2110.0,887.0,69.0,191165.0
4829.0,919.0,1064.0,192210.0
918.0,4115.0,1058.0,201166.0
1810.0,9646.0,1091.0,201188.0
9045.0,5396.0,1044.0,192189.0
1929.0,6198.0,36.0,182174.0
9528.0,8892.0,1106.0,201210.0
6846.0,5874.0,1043.0,201166.0
5901.0,4624.0,91.0,191210.0
5083.0,2760.0,47.0,191142.0
5059.0,9797.0,92.0,191196.0
4057.0,5873.0,36.0,182165.0
5606.0,3044.0,65.0,191193.0
1469.0,1654.0,75.0,182193.0
2381.0,3109.0,1100.0,201211.0
3979.0,7007.0,60.0,182205.0
7576.0,5497.0,1079.0,201197.0
1052.0,1850.0,1086.0,192195.0
7668.0,7120.0,1082.0,201177.0
5379.0,7537.0,1034.0,201133.0
5853.0,4908.0,1021.0,201152.0
1191.0,7537.0,1088.0,201184.0
1224.0,696.0,1092.0,201184.0
3227.0,3964.0,54.0,182196.0
8563.0,2146.0,1047.0,192157.0
5230.0,3600.0,1063.0,192198.0
5667.0,1697.0,52.0,191140.0
2155.0,8376.0,87.0,191188.0
9545.0,4085.0,1035.0,201159.0
6774.0,3725.0,81.0,182251.0
1519.0,4054.0,1092.0,201204.0
4325.0,3025.0,1068.0,192213.0
3731.0,34.0,1034.0,192153.0
8466.0,2696.0,1096.0,192209.0
990.0,2805.0,58.0,182203.0
17.0,4103.0,36.0,191162.0
2296.0,6854.0,1084.0,201201.0
2825.0,7762.0,42.0,191124.0
218.0,41.0,1069.0,201174.0
8858.0,8270.0,1066.0,201175.0
553.0,2195.0,69.0,191167.0
3053.0,110.0,43.0,182197.0
426.0,3657.0,1035.0,192188.0
5772.0,8254.0,1026.0,201158.0
8287.0,5116.0,59.0,182183.0
271.0,8227.0,80.0,191186.0
887.0,2126.0,1061.0,201196.0
8874.0,6415.0,95.0,182216.0
935.0,9554.0,51.0,182183.0
1574.0,1490.0,1066.0,201168.0
1465.0,8638.0,1082.0,192206.0
3501.0,5573.0,1073.0,201204.0
1319.0,3734.0,90.0,191205.0
8818.0,3937.0,1043.0,201149.0
3833.0,9249.0,1043.0,192198.0
5566.0,2620.0,1037.0,201134.0
5476.0,2816.0,1019.0,192191.0
4098.0,2868.0,1078.0,192197.0
5276.0,2211.0,1048.0,201143.0
6253.0,7695.0,1052.0,201169.0
1400.0,4595.0,1075.0,192202.0
4233.0,4852.0,1076.0,201183.0
6232.0,2500.0,83.0,191185.0
4028.0,8305.0,1032.0,192206.0
6706.0,7151.0,1076.0,201194.0
3686.0,2959.0,1086.0,201221.0
3964.0,7264.0,1089.0,192243.0
2376.0,2567.0,1099.0,201231.0
963.0,6743.0,1054.0,201176.0
2390.0,1988.0,1084.0,201177.0
2850.0,9947.0,1051.0,192199.0
1690.0,8831.0,1072.0,201193.0
1897.0,1913.0,1086.0,192211.0
3903.0,5329.0,80.0,182220.0
5942.0,9115.0,1035.0,192190.0
9484.0,473.0,1067.0,192204.0
7881.0,1336.0,1077.0,201187.0
8263.0,3849.0,1054.0,201195.0
4310.0,2870.0,85.0,191205.0
608.0,6414.0,21.0,182193.0
1321.0,3515.0,1061.0,201164.0
975.0,5639.0,80.0,182234.0
5837.0,660.0,1108.0,201215.0
7770.0,7217.0,68.0,182223.0
4191.0,3401.0,1090.0,201195.0
3248.0,8758.0,1050.0,201151.0
1543.0,699.0,1091.0,201216.0
7334.0,5529.0,1046.0,201163.0
4531.0,5657.0,1064.0,192199.0
3772.0,5385.0,1061.0,201184.0
3892.0,7857.0,1096.0,201195.0
7676.0,6593.0,1031.0,192173.0
7476.0,5500.0,1063.0,192164.0
9934.0,2009.0,88.0,191185.0
343.0,4875.0,1079.0,192217.0
6599.0,7465.0,1073.0,192214.0
9553.0,3429.0,1060.0,192175.0
4595.0,9710.0,89.0,182207.0
2337.0,7037.0,1058.0,201190.0
6067.0,8583.0,1041.0,192148.0
2371.0,3103.0,1055.0,201198.0
9588.0,3133.0,1044.0,201176.0
9214.0,2919.0,1041.0,201174.0
1918.0,9592.0,1061.0,201167.0
5222.0,6443.0,47.0,191141.0
3161.0,5509.0,1066.0,201180.0
2170.0,5069.0,1098.0,201196.0
6490.0,2479.0,1074.0,201182.0
3385.0,2743.0,1087.0,201198.0
4112.0,1860.0,1037.0,192160.0
3535.0,74.0,1044.0,192135.0
333.0,3007.0,1066.0,201185.0
4322.0,9799.0,1071.0,201179.0
696.0,5305.0,1035.0,192169.0
826.0,3221.0,39.0,182172.0
381.0,3556.0,63.0,182216.0
3774.0,2871.0,1083.0,201196.0
4669.0,3027.0,1070.0,192232.0
1988.0,4740.0,1024.0,192164.0
716.0,7384.0,86.0,182212.0
8611.0,5713.0,1032.0,201133.0
726.0,1607.0,1081.0,192199.0
5708.0,1595.0,1073.0,201169.0
7790.0,2553.0,94.0,191208.0
2742.0,708.0,1078.0,201213.0
6851.0,9697.0,1065.0,201181.0
4347.0,9617.0,1043.0,201150.0
5321.0,24.0,1072.0,201194.0
5259.0,4275.0,1052.0,201159.0
5063.0,87.0,20.0,182162.0
1973.0,9162.0,1051.0,201167.0
6140.0,505.0,1055.0,192201.0
973.0,460.0,1069.0,201171.0
6012.0,5026.0,1101.0,201194.0
8398.0,5926.0,77.0,191187.0
1067.0,3098.0,31.0,191129.0
6794.0,944.0,1062.0,192212.0
3789.0,2376.0,1073.0,192210.0
423.0,6860.0,1087.0,192202.0
6021.0,6097.0,68.0,191163.0
1868.0,8536.0,1018.0,201192.0
7405.0,7040.0,1069.0,192189.0
4449.0,2757.0,1067.0,192171.0
9962.0,6036.0,1031.0,192186.0
8617.0,3453.0,93.0,191203.0
7039.0,1995.0,1105.0,201219.0
9005.0,7185.0,34.0,182174.0
8147.0,3582.0,1040.0,192172.0
5270.0,5901.0,106.0,182216.0
9012.0,462.0,1073.0,201177.0
6583.0,6025.0,1073.0,201174.0
2619.0,2827.0,1076.0,201195.0
8303.0,1714.0,1060.0,201186.0
3494.0,5663.0,1056.0,201181.0
9419.0,8424.0,1047.0,192179.0
1893.0,1287.0,1065.0,201194.0
4266.0,7253.0,1097.0,192226.0
7950.0,8126.0,1072.0,192206.0
63.0,1471.0,19.0,182173.0
4803.0,3100.0,1100.0,192223.0
3740.0,9029.0,89.0,182172.0
429.0,9019.0,1087.0,192210.0
189.0,7323.0,68.0,182210.0
945.0,9760.0,74.0,191180.0
6796.0,2086.0,1053.0,201157.0
4746.0,3332.0,35.0,182161.0
327.0,1100.0,1089.0,192214.0
9094.0,71.0,72.0,182199.0
4397.0,700.0,1069.0,192202.0
484.0,6080.0,46.0,182184.0
9317.0,785.0,83.0,182215.0
894.0,6931.0,1017.0,192143.0
8255.0,4975.0,1069.0,201184.0
5227.0,8464.0,82.0,191170.0
2008.0,4047.0,1059.0,192196.0
5920.0,3254.0,90.0,191207.0
2255.0,5664.0,1052.0,201153.0
9755.0,3513.0,1036.0,201170.0
522.0,4448.0,1052.0,201163.0
6819.0,6526.0,37.0,182162.0
2107.0,2273.0,1033.0,201163.0
6640.0,3530.0,1053.0,192178.0
9814.0,9802.0,1054.0,201189.0
5381.0,2909.0,22.0,182189.0
9206.0,5679.0,1068.0,201179.0
4926.0,1112.0,48.0,182176.0
3879.0,3427.0,1087.0,192205.0
5091.0,6643.0,1077.0,201190.0
4138.0,1650.0,78.0,182219.0
7643.0,4787.0,1068.0,201208.0
2005.0,2303.0,1042.0,201147.0
6809.0,8549.0,1041.0,192198.0
8155.0,7504.0,41.0,182189.0
7341.0,8653.0,63.0,182205.0
5662.0,1735.0,1062.0,201178.0
1615.0,441.0,1073.0,201180.0
6678.0,3006.0,1046.0,201179.0
9817.0,4582.0,1069.0,201195.0
9075.0,1447.0,90.0,182208.0
3340.0,4085.0,1045.0,192188.0
888.0,5984.0,1055.0,201175.0
9635.0,4114.0,67.0,182207.0
2721.0,2867.0,1037.0,201171.0
356.0,8291.0,1056.0,192202.0
6933.0,2146.0,1085.0,201161.0
2813.0,115.0,1066.0,201180.0
1664.0,3490.0,1050.0,192213.0
7547.0,1284.0,1043.0,192181.0
3769.0,7198.0,1032.0,201135.0
1667.0,4165.0,1029.0,201176.0
2318.0,9641.0,1066.0,201203.0
1169.0,9479.0,1054.0,201126.0
4098.0,1631.0,1003.0,192176.0
2071.0,7367.0,21.0,191134.0
4674.0,1739.0,1022.0,192158.0
7039.0,1995.0,1076.0,192213.0
2092.0,3792.0,1097.0,192231.0
665.0,3473.0,63.0,191182.0
3512.0,8812.0,47.0,191179.0
5665.0,16.0,1046.0,201145.0
4632.0,3672.0,1038.0,201159.0
5364.0,9506.0,85.0,191215.0
4077.0,764.0,1035.0,201173.0
4054.0,481.0,1078.0,192235.0
8953.0,2144.0,1056.0,192212.0
7844.0,5343.0,1033.0,192180.0
2029.0,2773.0,80.0,191188.0
4122.0,9703.0,1037.0,192182.0
9703.0,1548.0,1041.0,192175.0
3602.0,1211.0,1086.0,201165.0
6447.0,6917.0,1053.0,201184.0
7502.0,5145.0,1082.0,201231.0
4998.0,3181.0,1062.0,201212.0
7379.0,7311.0,1072.0,201212.0
1474.0,9777.0,1039.0,201179.0
7000.0,6447.0,50.0,182206.0
6984.0,1797.0,72.0,182212.0
7652.0,8655.0,1053.0,201174.0
2089.0,2328.0,45.0,182233.0
3294.0,9850.0,1076.0,201187.0
7113.0,5544.0,1080.0,201200.0
24.0,3708.0,1073.0,201202.0
216.0,8495.0,71.0,182218.0
6794.0,9917.0,1066.0,201149.0
4147.0,4463.0,22.0,182162.0
3115.0,5392.0,79.0,182201.0
4245.0,8327.0,1033.0,192168.0
1570.0,7585.0,73.0,182185.0
4385.0,7010.0,34.0,182179.0
4097.0,755.0,1079.0,192189.0
8621.0,1685.0,1095.0,201192.0
6459.0,4499.0,78.0,182254.0
871.0,1886.0,1073.0,201180.0
9297.0,2787.0,1022.0,201144.0
9794.0,8616.0,1070.0,201211.0
662.0,2288.0,1071.0,201169.0
3381.0,2603.0,1076.0,201189.0
4773.0,9337.0,1066.0,192197.0
2686.0,8662.0,1072.0,201178.0
7960.0,6381.0,1047.0,192169.0
1797.0,3659.0,1057.0,192188.0
4104.0,2220.0,23.0,182144.0
576.0,1600.0,1058.0,192196.0
3035.0,2290.0,1066.0,201164.0
6416.0,6676.0,1056.0,201180.0
6991.0,6294.0,53.0,182172.0
654.0,2343.0,75.0,191168.0
2498.0,5997.0,1069.0,201195.0
4015.0,5829.0,86.0,182176.0
4562.0,1067.0,1074.0,201198.0
6195.0,8666.0,1040.0,192156.0
9807.0,3150.0,1044.0,201186.0
908.0,5738.0,1051.0,201189.0
4213.0,4871.0,1058.0,201155.0
4610.0,5406.0,1078.0,201227.0
6306.0,7665.0,1041.0,192168.0
9834.0,3686.0,1029.0,192166.0
3767.0,3132.0,1087.0,201200.0
2011.0,1106.0,45.0,182203.0
9822.0,4080.0,1059.0,201165.0
7798.0,1704.0,1026.0,192184.0
959.0,1880.0,1051.0,201173.0
9572.0,360.0,1070.0,192188.0
8761.0,5896.0,82.0,182217.0
16.0,3518.0,1083.0,201226.0
7490.0,1798.0,63.0,182218.0
5250.0,894.0,1107.0,201212.0
4816.0,134.0,1058.0,192200.0
4630.0,9001.0,101.0,182213.0
1815.0,4967.0,79.0,182195.0
7393.0,544.0,46.0,182166.0
3016.0,4485.0,1050.0,192216.0
3079.0,5484.0,1089.0,201243.0
1565.0,6828.0,1104.0,201197.0
9775.0,4132.0,71.0,182192.0
1578.0,7299.0,1050.0,201172.0
7149.0,8742.0,1075.0,192183.0
2936.0,442.0,1101.0,201241.0
7439.0,8230.0,1054.0,201171.0
4904.0,3158.0,98.0,182222.0
620.0,6513.0,78.0,182211.0
6618.0,3488.0,27.0,182178.0
6569.0,3159.0,1066.0,192220.0
5057.0,4866.0,1027.0,201152.0
2709.0,1190.0,1017.0,192166.0
269.0,307.0,1051.0,201172.0
8509.0,2746.0,50.0,182182.0
6271.0,5153.0,1071.0,201178.0
1311.0,2696.0,78.0,182181.0
9500.0,3758.0,57.0,191148.0
9421.0,9084.0,87.0,182199.0
2633.0,8062.0,1038.0,201180.0
1945.0,3906.0,1094.0,201200.0
2461.0,713.0,47.0,182179.0
8723.0,1670.0,1049.0,201189.0
6897.0,9385.0,33.0,182203.0
5382.0,8564.0,71.0,182231.0
1879.0,5988.0,53.0,182190.0
6262.0,7425.0,37.0,191130.0
4466.0,2527.0,1032.0,201180.0
5311.0,7283.0,1019.0,192179.0
7397.0,3253.0,1065.0,201207.0
3020.0,7685.0,1065.0,201163.0
4385.0,8852.0,1054.0,192200.0
1768.0,1896.0,1040.0,192172.0
5448.0,506.0,1102.0,201204.0
2217.0,8837.0,1085.0,192190.0
4560.0,1691.0,80.0,191179.0
6882.0,9955.0,1028.0,201170.0
9812.0,8094.0,73.0,182173.0
6808.0,5953.0,1043.0,201161.0
2008.0,8931.0,88.0,191157.0
3437.0,4257.0,37.0,182185.0
762.0,789.0,1056.0,201174.0
6533.0,4597.0,1036.0,192173.0
9286.0,9970.0,53.0,191159.0
5047.0,7059.0,1062.0,192214.0
6256.0,5948.0,98.0,191211.0
3466.0,1734.0,90.0,182223.0
1609.0,5003.0,1066.0,192199.0
9415.0,2375.0,1049.0,192155.0
7646.0,7101.0,92.0,191183.0
6829.0,6243.0,1034.0,192185.0
2246.0,9614.0,70.0,182232.0
1392.0,5651.0,31.0,182169.0
3769.0,6461.0,1026.0,192176.0
2952.0,766.0,1073.0,201162.0
5260.0,5956.0,1107.0,201208.0
6126.0,5617.0,1035.0,192157.0
290.0,9964.0,65.0,191170.0
2473.0,494.0,1056.0,201191.0
7957.0,7720.0,1062.0,192214.0
4900.0,3883.0,1077.0,201192.0
287.0,4135.0,1069.0,192200.0
4164.0,7557.0,1033.0,192184.0
1439.0,2469.0,1092.0,201194.0
9133.0,9211.0,1048.0,201162.0
3711.0,4466.0,1037.0,201148.0
5603.0,2951.0,97.0,191199.0
7114.0,329.0,101.0,191198.0
6404.0,110.0,1059.0,201159.0
2434.0,3257.0,1043.0,201161.0
3697.0,6749.0,1087.0,201190.0
4525.0,2194.0,1099.0,201213.0
8217.0,8278.0,1058.0,192170.0
7131.0,9165.0,65.0,182218.0
6184.0,1604.0,26.0,182151.0
2911.0,3396.0,1059.0,201153.0
6725.0,2318.0,100.0,191166.0
4887.0,690.0,84.0,182196.0
8808.0,8885.0,1059.0,201182.0
3289.0,244.0,69.0,182187.0
2818.0,492.0,1086.0,192179.0
3113.0,7549.0,65.0,182187.0
116.0,2577.0,1092.0,201211.0
4325.0,9143.0,72.0,191179.0
511.0,3238.0,1040.0,192165.0
9799.0,4322.0,62.0,191171.0
2938.0,9241.0,1090.0,201189.0
9916.0,4507.0,1060.0,201179.0
7039.0,646.0,1086.0,192220.0
3254.0,5920.0,1083.0,192203.0
9753.0,2337.0,1089.0,192242.0
3671.0,8528.0,85.0,182202.0
8791.0,953.0,88.0,182235.0
1790.0,3574.0,62.0,182196.0
2231.0,9416.0,1041.0,201167.0
2367.0,6992.0,59.0,191173.0
2942.0,4557.0,1073.0,192237.0
5391.0,5775.0,1081.0,201220.0
5538.0,3427.0,1049.0,201150.0
1419.0,5681.0,1046.0,192160.0
1417.0,2849.0,1091.0,201202.0
8249.0,4200.0,1048.0,192194.0
5799.0,8701.0,56.0,182175.0
6275.0,5420.0,62.0,182202.0
2429.0,9254.0,1030.0,201176.0
1074.0,5046.0,1054.0,201159.0
7057.0,5493.0,61.0,191175.0
385.0,5050.0,1056.0,201155.0
268.0,7465.0,29.0,191142.0
7217.0,3716.0,1079.0,192208.0
4132.0,9775.0,1050.0,192174.0
8526.0,2963.0,72.0,182184.0
2883.0,3041.0,54.0,182193.0
8391.0,9150.0,78.0,182194.0
7684.0,8464.0,83.0,191131.0
3006.0,6431.0,1060.0,192232.0
7050.0,6768.0,1044.0,192214.0
6614.0,4483.0,1032.0,192191.0
7040.0,4760.0,1024.0,192156.0
4432.0,6891.0,1078.0,201208.0
6037.0,6905.0,1040.0,201184.0
3944.0,3426.0,1059.0,192219.0
9779.0,7255.0,1087.0,201220.0
8345.0,2579.0,1046.0,201155.0
